suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-ident;5;1;0.01;1;0;0;100.00;0.00;0.00;tnedi-
-elt;3;3;0.03;0;2;1;0.00;66.67;33.33;tle-
-lonie;5;1;0.01;0;1;0;0.00;100.00;0.00;einol-
-bor;3;1;0.01;0;0;1;0.00;0.00;100.00;rob-
-eiten;5;1;0.01;0;1;0;0.00;100.00;0.00;netie-
-bst;3;3;0.03;2;0;1;66.67;0.00;33.33;tsb-
-lber;4;1;0.01;0;0;1;0.00;0.00;100.00;rebl-
-emüse;5;1;0.01;0;0;1;0.00;0.00;100.00;esüme-
-bot;3;1;0.01;0;0;1;0.00;0.00;100.00;tob-
-tenz;4;1;0.01;0;1;0;0.00;100.00;0.00;znet-
-etz;3;3;0.03;0;0;3;0.00;0.00;100.00;zte-
-recht;5;1;0.01;0;0;1;0.00;0.00;100.00;thcer-
-richt;5;4;0.05;1;1;2;25.00;25.00;50.00;thcir-
-mera;4;1;0.01;0;1;0;0.00;100.00;0.00;arem-
-phäre;5;2;0.02;0;2;0;0.00;100.00;0.00;erähp-
-elz;3;1;0.01;1;0;0;100.00;0.00;0.00;zle-
-tapel;5;2;0.02;2;0;0;100.00;0.00;0.00;lepat-
-hluck;5;1;0.01;1;0;0;100.00;0.00;0.00;kculh-
-vität;5;1;0.01;0;1;0;0.00;100.00;0.00;tätiv-
-eiter;5;5;0.06;4;1;0;80.00;20.00;0.00;retie-
-eater;5;1;0.01;0;0;1;0.00;0.00;100.00;retae-
-rring;5;1;0.01;1;0;0;100.00;0.00;0.00;gnirr-
-onade;5;1;0.01;0;1;0;0.00;100.00;0.00;edano-
-boy;3;1;0.01;1;0;0;100.00;0.00;0.00;yob-
-örper;5;1;0.01;1;0;0;100.00;0.00;0.00;reprö-
-ocker;5;1;0.01;1;0;0;100.00;0.00;0.00;rekco-
-lampe;5;1;0.01;0;1;0;0.00;100.00;0.00;epmal-
-ehmen;5;1;0.01;0;0;1;0.00;0.00;100.00;nemhe-
-ähe;3;1;0.01;0;1;0;0.00;100.00;0.00;ehä-
-hluss;5;2;0.02;2;0;0;100.00;0.00;0.00;ssulh-
-mnis;4;2;0.02;0;0;2;0.00;0.00;100.00;sinm-
-ianer;5;1;0.01;1;0;0;100.00;0.00;0.00;renai-
-iener;5;1;0.01;1;0;0;100.00;0.00;0.00;renei-
-rzel;4;1;0.01;0;1;0;0.00;100.00;0.00;lezr-
-orden;5;1;0.01;1;0;0;100.00;0.00;0.00;nedro-
-etär;4;1;0.01;1;0;0;100.00;0.00;0.00;räte-
-ppich;5;2;0.02;2;0;0;100.00;0.00;0.00;hcipp-
-rzen;4;1;0.01;0;1;0;0.00;100.00;0.00;nezr-
-rkung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnukr-
-uern;4;1;0.01;0;0;1;0.00;0.00;100.00;nreu-
-mern;4;1;0.01;0;0;1;0.00;0.00;100.00;nrem-
-tände;5;1;0.01;0;1;0;0.00;100.00;0.00;ednät-
-bsatz;5;1;0.01;1;0;0;100.00;0.00;0.00;ztasb-
-ürtel;5;1;0.01;1;0;0;100.00;0.00;0.00;letrü-
-bicht;5;1;0.01;1;0;0;100.00;0.00;0.00;thcib-
-ummer;5;1;0.01;0;1;0;0.00;100.00;0.00;remmu-
-ubin;4;1;0.01;1;0;0;100.00;0.00;0.00;nibu-
-biet;4;2;0.02;0;0;2;0.00;0.00;100.00;teib-
-ment;4;7;0.08;1;0;6;14.29;0.00;85.71;tnem-
-kraft;5;1;0.01;0;1;0;0.00;100.00;0.00;tfark-
-örder;5;2;0.02;2;0;0;100.00;0.00;0.00;redrö-
-dwerk;5;1;0.01;0;0;1;0.00;0.00;100.00;krewd-
-uber;4;2;0.02;2;0;0;100.00;0.00;0.00;rebu-
-merz;4;1;0.01;1;0;0;100.00;0.00;0.00;zrem-
-uenz;4;1;0.01;0;1;0;0.00;100.00;0.00;zneu-
-ieber;5;1;0.01;0;0;1;0.00;0.00;100.00;rebei-
-lobus;5;1;0.01;1;0;0;100.00;0.00;0.00;subol-
-rnal;4;1;0.01;0;0;1;0.00;0.00;100.00;lanr-
-hmuck;5;1;0.01;1;0;0;100.00;0.00;0.00;kcumh-
-trauß;5;1;0.01;1;0;0;100.00;0.00;0.00;ßuart-
-aiser;5;1;0.01;1;0;0;100.00;0.00;0.00;resia-
-alast;5;1;0.01;1;0;0;100.00;0.00;0.00;tsala-
-rene;4;1;0.01;0;1;0;0.00;100.00;0.00;ener-
-zene;4;1;0.01;0;1;0;0.00;100.00;0.00;enez-
-uktur;5;1;0.01;0;1;0;0.00;100.00;0.00;rutku-
-ölle;4;1;0.01;0;1;0;0.00;100.00;0.00;ellö-
-hürze;5;1;0.01;0;1;0;0.00;100.00;0.00;ezrüh-
-sende;5;1;0.01;1;0;0;100.00;0.00;0.00;ednes-
-äusch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcsuä-
-sheit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiehs-
-rtung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnutr-
-uster;5;3;0.03;1;0;2;33.33;0.00;66.67;retsu-
-lume;4;1;0.01;0;1;0;0.00;100.00;0.00;emul-
-use;3;4;0.05;0;3;1;0.00;75.00;25.00;esu-
-rsche;5;1;0.01;0;1;0;0.00;100.00;0.00;ehcsr-
-uke;3;1;0.01;0;1;0;0.00;100.00;0.00;eku-
-ocke;4;3;0.03;0;3;0;0.00;100.00;0.00;ekco-
-rofil;5;1;0.01;0;0;1;0.00;0.00;100.00;lifor-
-ände;4;1;0.01;0;1;0;0.00;100.00;0.00;ednä-
-rze;3;4;0.05;0;4;0;0.00;100.00;0.00;ezr-
-uge;3;2;0.02;1;0;1;50.00;0.00;50.00;egu-
-rasse;5;1;0.01;0;1;0;0.00;100.00;0.00;essar-
-uce;3;1;0.01;0;1;0;0.00;100.00;0.00;ecu-
-trose;5;1;0.01;1;0;0;100.00;0.00;0.00;esort-
-rve;3;1;0.01;0;1;0;0.00;100.00;0.00;evr-
-resse;5;3;0.03;0;2;1;0.00;66.67;33.33;esser-
-rre;3;3;0.03;0;3;0;0.00;100.00;0.00;err-
-rne;3;2;0.02;0;2;0;0.00;100.00;0.00;enr-
-ensch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcsne-
-iduum;5;1;0.01;0;0;1;0.00;0.00;100.00;muudi-
-insen;5;1;0.01;0;0;1;0.00;0.00;100.00;nesni-
-gier;4;1;0.01;1;0;0;100.00;0.00;0.00;reig-
-uch;3;14;0.16;8;1;5;57.14;7.14;35.71;hcu-
-zert;4;1;0.01;0;0;1;0.00;0.00;100.00;trez-
-rtrag;5;2;0.02;2;0;0;100.00;0.00;0.00;gartr-
-efehl;5;1;0.01;1;0;0;100.00;0.00;0.00;lhefe-
-kheit;5;2;0.02;0;2;0;0.00;100.00;0.00;tiehk-
-zent;4;1;0.01;1;0;0;100.00;0.00;0.00;tnez-
-erson;5;1;0.01;0;1;0;0.00;100.00;0.00;nosre-
-rbe;3;3;0.03;0;3;0;0.00;100.00;0.00;ebr-
-tual;4;1;0.01;0;0;1;0.00;0.00;100.00;laut-
-uck;3;7;0.08;7;0;0;100.00;0.00;0.00;kcu-
-pfang;5;1;0.01;1;0;0;100.00;0.00;0.00;gnafp-
-rebs;4;1;0.01;1;0;0;100.00;0.00;0.00;sber-
-stard;5;1;0.01;1;0;0;100.00;0.00;0.00;drats-
-tball;5;1;0.01;1;0;0;100.00;0.00;0.00;llabt-
-lla;3;1;0.01;0;1;0;0.00;100.00;0.00;all-
-chein;5;2;0.02;1;0;1;50.00;0.00;50.00;niehc-
-tfall;5;1;0.01;1;0;0;100.00;0.00;0.00;llaft-
-stand;5;6;0.07;6;0;0;100.00;0.00;0.00;dnats-
-lte;3;3;0.03;1;2;0;33.33;66.67;0.00;etl-
-uss;3;8;0.09;8;0;0;100.00;0.00;0.00;ssu-
-lpe;3;1;0.01;1;0;0;100.00;0.00;0.00;epl-
-zenz;4;1;0.01;0;1;0;0.00;100.00;0.00;znez-
-loch;4;2;0.02;0;0;2;0.00;0.00;100.00;hcol-
-renz;4;2;0.02;0;2;0;0.00;100.00;0.00;zner-
-pa;2;3;0.03;3;0;0;100.00;0.00;0.00;ap-
-amte;4;2;0.02;2;0;0;100.00;0.00;0.00;etma-
-ust;3;4;0.05;1;3;0;25.00;75.00;0.00;tsu-
-decke;5;1;0.01;0;1;0;0.00;100.00;0.00;ekced-
-la;2;3;0.03;0;3;0;0.00;100.00;0.00;al-
-ampe;4;3;0.03;0;3;0;0.00;100.00;0.00;epma-
-lle;3;17;0.19;1;16;0;5.88;94.12;0.00;ell-
-lb;2;1;0.01;0;0;1;0.00;0.00;100.00;bl-
-ukt;3;1;0.01;0;0;1;0.00;0.00;100.00;tku-
-xe;2;1;0.01;0;1;0;0.00;100.00;0.00;ex-
-halm;4;1;0.01;1;0;0;100.00;0.00;0.00;mlah-
-rauß;4;1;0.01;1;0;0;100.00;0.00;0.00;ßuar-
-ampf;4;4;0.05;4;0;0;100.00;0.00;0.00;fpma-
-iga;3;1;0.01;0;1;0;0.00;100.00;0.00;agi-
-ignal;5;1;0.01;0;0;1;0.00;0.00;100.00;langi-
-tock;4;2;0.02;2;0;0;100.00;0.00;0.00;kcot-
-lde;3;1;0.01;0;0;1;0.00;0.00;100.00;edl-
-lock;4;1;0.01;1;0;0;100.00;0.00;0.00;kcol-
-da;2;1;0.01;0;1;0;0.00;100.00;0.00;ad-
-te;2;58;0.66;7;47;4;12.07;81.03;6.90;et-
-rzt;3;2;0.02;2;0;0;100.00;0.00;0.00;tzr-
-rling;5;1;0.01;1;0;0;100.00;0.00;0.00;gnilr-
-hahn;4;2;0.02;2;0;0;100.00;0.00;0.00;nhah-
-emde;4;1;0.01;1;0;0;100.00;0.00;0.00;edme-
-rücke;5;1;0.01;0;1;0;0.00;100.00;0.00;ekcür-
-ise;3;5;0.06;0;5;0;0.00;100.00;0.00;esi-
-pe;2;14;0.16;1;13;0;7.14;92.86;0.00;ep-
-ld;2;12;0.14;3;2;7;25.00;16.67;58.33;dl-
-ermin;5;1;0.01;0;1;0;0.00;100.00;0.00;nimre-
-lied;4;2;0.02;0;0;2;0.00;0.00;100.00;deil-
-iße;3;1;0.01;0;1;0;0.00;100.00;0.00;eßi-
-pf;2;11;0.13;10;0;1;90.91;0.00;9.09;fp-
-le;2;31;0.35;1;29;1;3.23;93.55;3.23;el-
-xi;2;2;0.02;0;0;2;0.00;0.00;100.00;ix-
-ektiv;5;1;0.01;1;0;0;100.00;0.00;0.00;vitke-
-lf;2;3;0.03;3;0;0;100.00;0.00;0.00;fl-
-apel;4;2;0.02;2;0;0;100.00;0.00;0.00;lepa-
-he;2;34;0.39;2;32;0;5.88;94.12;0.00;eh-
-our;3;1;0.01;0;1;0;0.00;100.00;0.00;ruo-
-ige;3;2;0.02;1;1;0;50.00;50.00;0.00;egi-
-lg;2;1;0.01;1;0;0;100.00;0.00;0.00;gl-
-loss;4;2;0.02;0;0;2;0.00;0.00;100.00;ssol-
-lfte;4;1;0.01;0;1;0;0.00;100.00;0.00;etfl-
-de;2;37;0.42;5;28;4;13.51;75.68;10.81;ed-
-tieg;4;1;0.01;1;0;0;100.00;0.00;0.00;geit-
-ultur;5;1;0.01;0;1;0;0.00;100.00;0.00;rutlu-
-ignis;5;1;0.01;0;0;1;0.00;0.00;100.00;singi-
-ice;3;1;0.01;1;0;0;100.00;0.00;0.00;eci-
-webe;4;1;0.01;0;0;1;0.00;0.00;100.00;ebew-
-halt;4;2;0.02;2;0;0;100.00;0.00;0.00;tlah-
-agne;4;1;0.01;0;1;0;0.00;100.00;0.00;enga-
-werk;4;2;0.02;0;0;2;0.00;0.00;100.00;krew-
-empo;4;1;0.01;0;0;1;0.00;0.00;100.00;opme-
-ich;3;5;0.06;3;0;2;60.00;0.00;40.00;hci-
-lk;2;1;0.01;0;0;1;0.00;0.00;100.00;kl-
-eper;4;1;0.01;1;0;0;100.00;0.00;0.00;repe-
-andte;5;1;0.01;1;0;0;100.00;0.00;0.00;etdna-
-armor;5;1;0.01;1;0;0;100.00;0.00;0.00;romra-
-offel;5;2;0.02;1;1;0;50.00;50.00;0.00;leffo-
-ll;2;21;0.24;17;1;3;80.95;4.76;14.29;ll-
-ffe;3;3;0.03;1;2;0;33.33;66.67;0.00;eff-
-ulter;5;1;0.01;0;1;0;0.00;100.00;0.00;retlu-
-utter;5;6;0.07;1;5;0;16.67;83.33;0.00;rettu-
-hatz;4;1;0.01;1;0;0;100.00;0.00;0.00;ztah-
-lm;2;4;0.05;4;0;0;100.00;0.00;0.00;ml-
-to;2;4;0.05;0;0;4;0.00;0.00;100.00;ot-
-piel;4;3;0.03;0;0;3;0.00;0.00;100.00;leip-
-hl;2;11;0.13;7;1;3;63.64;9.09;27.27;lh-
-uille;5;1;0.01;0;1;0;0.00;100.00;0.00;elliu-
-hm;2;1;0.01;1;0;0;100.00;0.00;0.00;mh-
-lfalt;5;1;0.01;0;1;0;0.00;100.00;0.00;tlafl-
-po;2;1;0.01;0;0;1;0.00;0.00;100.00;op-
-uelle;5;1;0.01;0;1;0;0.00;100.00;0.00;elleu-
-ion;3;38;0.43;0;38;0;0.00;100.00;0.00;noi-
-ln;2;3;0.03;0;1;2;0.00;33.33;66.67;nl-
-ick;3;10;0.11;9;0;1;90.00;0.00;10.00;kci-
-ograf;5;1;0.01;1;0;0;100.00;0.00;0.00;fargo-
-lien;4;1;0.01;0;0;1;0.00;0.00;100.00;neil-
-pp;2;1;0.01;1;0;0;100.00;0.00;0.00;pp-
-hn;2;10;0.11;5;4;1;50.00;40.00;10.00;nh-
-inger;5;1;0.01;1;0;0;100.00;0.00;0.00;regni-
-ho;2;1;0.01;0;0;1;0.00;0.00;100.00;oh-
-iko;3;1;0.01;0;0;1;0.00;0.00;100.00;oki-
-ign;3;1;0.01;0;0;1;0.00;0.00;100.00;ngi-
-do;2;1;0.01;0;0;1;0.00;0.00;100.00;od-
-agner;5;1;0.01;1;0;0;100.00;0.00;0.00;renga-
-xt;2;1;0.01;1;0;0;100.00;0.00;0.00;tx-
-ps;2;1;0.01;1;0;0;100.00;0.00;0.00;sp-
-angel;5;1;0.01;1;0;0;100.00;0.00;0.00;legna-
-offer;5;2;0.02;2;0;0;100.00;0.00;0.00;reffo-
-echen;5;2;0.02;0;0;2;0.00;0.00;100.00;nehce-
-iss;3;3;0.03;2;1;0;66.67;33.33;0.00;ssi-
-tt;2;18;0.21;9;1;8;50.00;5.56;44.44;tt-
-ajor;4;1;0.01;1;0;0;100.00;0.00;0.00;roja-
-pt;2;2;0.02;0;0;2;0.00;0.00;100.00;tp-
-tier;4;3;0.03;1;1;1;33.33;33.33;33.33;reit-
-issen;5;3;0.03;0;0;3;0.00;0.00;100.00;nessi-
-ist;3;6;0.07;5;0;1;83.33;0.00;16.67;tsi-
-pier;4;1;0.01;0;0;1;0.00;0.00;100.00;reip-
-ls;2;5;0.06;5;0;0;100.00;0.00;0.00;sl-
-hr;2;10;0.11;2;5;3;20.00;50.00;30.00;rh-
-hs;2;1;0.01;1;0;0;100.00;0.00;0.00;sh-
-iot;3;1;0.01;1;0;0;100.00;0.00;0.00;toi-
-ierde;5;1;0.01;0;1;0;0.00;100.00;0.00;edrei-
-arage;5;1;0.01;0;1;0;0.00;100.00;0.00;egara-
-angen;5;1;0.01;0;0;1;0.00;0.00;100.00;negna-
-wert;4;1;0.01;0;0;1;0.00;0.00;100.00;trew-
-lt;2;10;0.11;5;4;1;50.00;40.00;10.00;tl-
-ht;2;30;0.34;3;15;12;10.00;50.00;40.00;th-
-ürze;4;1;0.01;0;1;0;0.00;100.00;0.00;ezrü-
-bling;5;2;0.02;2;0;0;100.00;0.00;0.00;gnilb-
-echer;5;3;0.03;3;0;0;100.00;0.00;0.00;rehce-
-röße;4;1;0.01;0;1;0;0.00;100.00;0.00;eßör-
-dt;2;3;0.03;0;3;0;0.00;100.00;0.00;td-
-dvieh;5;1;0.01;0;0;1;0.00;0.00;100.00;heivd-
-nagel;5;1;0.01;1;0;0;100.00;0.00;0.00;legan-
-öffel;5;1;0.01;1;0;0;100.00;0.00;0.00;leffö-
-ty;2;1;0.01;0;1;0;0.00;100.00;0.00;yt-
-nweis;5;3;0.03;2;0;1;66.67;0.00;33.33;siewn-
-nigin;5;1;0.01;0;1;0;0.00;100.00;0.00;nigin-
-tz;2;17;0.19;11;0;6;64.71;0.00;35.29;zt-
-adel;4;2;0.02;0;2;0;0.00;100.00;0.00;leda-
-lette;5;1;0.01;0;1;0;0.00;100.00;0.00;ettel-
-essor;5;1;0.01;1;0;0;100.00;0.00;0.00;rosse-
-meise;5;1;0.01;0;1;0;0.00;100.00;0.00;esiem-
-cen;3;1;0.01;0;1;0;0.00;100.00;0.00;nec-
-ftler;5;1;0.01;1;0;0;100.00;0.00;0.00;reltf-
-lz;2;4;0.05;2;0;2;50.00;0.00;50.00;zl-
-e-up;4;1;0.01;0;0;1;0.00;0.00;100.00;pu-e-
-aden;4;3;0.03;3;0;0;100.00;0.00;0.00;neda-
-eden;4;1;0.01;1;0;0;100.00;0.00;0.00;nede-
-adio;4;1;0.01;0;0;1;0.00;0.00;100.00;oida-
-igenz;5;1;0.01;0;1;0;0.00;100.00;0.00;znegi-
-ideo;4;1;0.01;0;0;1;0.00;0.00;100.00;oedi-
-nager;5;2;0.02;2;0;0;100.00;0.00;0.00;regan-
-etter;5;1;0.01;0;0;1;0.00;0.00;100.00;rette-
-rmaus;5;1;0.01;0;1;0;0.00;100.00;0.00;suamr-
-eder;4;2;0.02;0;1;1;0.00;50.00;50.00;rede-
-edit;4;1;0.01;1;0;0;100.00;0.00;0.00;tide-
-hgang;5;2;0.02;2;0;0;100.00;0.00;0.00;gnagh-
-asser;5;1;0.01;0;0;1;0.00;0.00;100.00;ressa-
-lanze;5;1;0.01;0;1;0;0.00;100.00;0.00;eznal-
-ohung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnuho-
-chte;4;2;0.02;0;2;0;0.00;100.00;0.00;ethc-
-tärke;5;1;0.01;0;1;0;0.00;100.00;0.00;ekrät-
-hande;5;1;0.01;0;1;0;0.00;100.00;0.00;ednah-
-rgeld;5;1;0.01;0;0;1;0.00;0.00;100.00;dlegr-
-ojekt;5;1;0.01;0;0;1;0.00;0.00;100.00;tkejo-
-ckel;4;2;0.02;1;1;0;50.00;50.00;0.00;lekc-
-chuld;5;1;0.01;0;1;0;0.00;100.00;0.00;dluhc-
-locke;5;1;0.01;0;1;0;0.00;100.00;0.00;ekcol-
-rose;4;1;0.01;1;0;0;100.00;0.00;0.00;esor-
-zose;4;1;0.01;1;0;0;100.00;0.00;0.00;esoz-
-cken;4;5;0.06;2;0;3;40.00;0.00;60.00;nekc-
-chule;5;1;0.01;0;1;0;0.00;100.00;0.00;eluhc-
-hweg;4;1;0.01;1;0;0;100.00;0.00;0.00;gewh-
-ngnis;5;2;0.02;0;0;2;0.00;0.00;100.00;singn-
-ebuch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcube-
-rosch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcsor-
-rchen;5;1;0.01;0;0;1;0.00;0.00;100.00;nehcr-
-nade;4;3;0.03;0;3;0;0.00;100.00;0.00;edan-
-cker;4;3;0.03;2;1;0;66.67;33.33;0.00;rekc-
-tumpf;5;1;0.01;1;0;0;100.00;0.00;0.00;fpmut-
-elett;5;1;0.01;0;0;1;0.00;0.00;100.00;ttele-
-ndel;4;2;0.02;1;0;1;50.00;0.00;50.00;ledn-
-ndin;4;2;0.02;0;2;0;0.00;100.00;0.00;nidn-
-thahn;5;1;0.01;1;0;0;100.00;0.00;0.00;nhaht-
-nden;4;1;0.01;0;0;1;0.00;0.00;100.00;nedn-
-ilber;5;1;0.01;0;0;1;0.00;0.00;100.00;rebli-
-nall;4;1;0.01;1;0;0;100.00;0.00;0.00;llan-
-ball;4;3;0.03;3;0;0;100.00;0.00;0.00;llab-
-rucht;5;1;0.01;0;1;0;0.00;100.00;0.00;thcur-
-fall;4;5;0.06;5;0;0;100.00;0.00;0.00;llaf-
-fahl;4;1;0.01;1;0;0;100.00;0.00;0.00;lhaf-
-elbst;5;1;0.01;0;0;1;0.00;0.00;100.00;tsble-
-alent;5;1;0.01;0;0;1;0.00;0.00;100.00;tnela-
-nder;4;4;0.05;0;0;4;0.00;0.00;100.00;redn-
-bahn;4;3;0.03;0;3;0;0.00;100.00;0.00;nhab-
-izza;4;1;0.01;0;1;0;0.00;100.00;0.00;azzi-
-chutt;5;1;0.01;1;0;0;100.00;0.00;0.00;ttuhc-
-äule;4;2;0.02;0;2;0;0.00;100.00;0.00;eluä-
-naps;4;1;0.01;1;0;0;100.00;0.00;0.00;span-
-erzog;5;1;0.01;1;0;0;100.00;0.00;0.00;gozre-
-sseur;5;1;0.01;1;0;0;100.00;0.00;0.00;ruess-
-rief;4;1;0.01;1;0;0;100.00;0.00;0.00;feir-
-rost;4;1;0.01;1;0;0;100.00;0.00;0.00;tsor-
-spur;4;1;0.01;0;1;0;0.00;100.00;0.00;rups-
-fahr;4;2;0.02;1;1;0;50.00;50.00;0.00;rhaf-
-weiß;4;1;0.01;1;0;0;100.00;0.00;0.00;ßiew-
-imnis;5;2;0.02;0;0;2;0.00;0.00;100.00;sinmi-
-rieg;4;1;0.01;1;0;0;100.00;0.00;0.00;geir-
-äude;4;1;0.01;0;0;1;0.00;0.00;100.00;eduä-
-vieh;4;1;0.01;0;0;1;0.00;0.00;100.00;heiv-
-falt;4;1;0.01;0;1;0;0.00;100.00;0.00;tlaf-
-anzug;5;1;0.01;1;0;0;100.00;0.00;0.00;guzna-
-rium;4;1;0.01;0;0;1;0.00;0.00;100.00;muir-
-rkmal;5;1;0.01;0;0;1;0.00;0.00;100.00;lamkr-
-ärke;4;1;0.01;0;1;0;0.00;100.00;0.00;ekrä-
-chlaf;5;1;0.01;1;0;0;100.00;0.00;0.00;falhc-
-amera;5;1;0.01;0;1;0;0.00;100.00;0.00;arema-
-child;5;2;0.02;1;0;1;50.00;0.00;50.00;dlihc-
-chutz;5;2;0.02;1;0;1;50.00;0.00;50.00;ztuhc-
-sagen;5;1;0.01;0;0;1;0.00;0.00;100.00;negas-
-chlag;5;6;0.07;6;0;0;100.00;0.00;0.00;galhc-
-inzip;5;1;0.01;0;0;1;0.00;0.00;100.00;pizni-
-ption;5;1;0.01;0;1;0;0.00;100.00;0.00;noitp-
-Mail;4;1;0.01;0;1;0;0.00;100.00;0.00;liaM-
-rial;4;1;0.01;0;0;1;0.00;0.00;100.00;lair-
-odie;4;1;0.01;0;1;0;0.00;100.00;0.00;eido-
-kala;4;1;0.01;0;1;0;0.00;100.00;0.00;alak-
-ainer;5;2;0.02;2;0;0;100.00;0.00;0.00;renia-
-rkauf;5;1;0.01;1;0;0;100.00;0.00;0.00;fuakr-
-rier;4;1;0.01;1;0;0;100.00;0.00;0.00;reir-
-quenz;5;1;0.01;0;1;0;0.00;100.00;0.00;zneuq-
-brüll;5;1;0.01;0;0;1;0.00;0.00;100.00;llürb-
-zbuch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcubz-
-vier;4;1;0.01;0;0;1;0.00;0.00;100.00;reiv-
-ste;3;8;0.09;0;8;0;0.00;100.00;0.00;ets-
-heke;4;1;0.01;0;1;0;0.00;100.00;0.00;ekeh-
-spe;3;1;0.01;0;1;0;0.00;100.00;0.00;eps-
-ertag;5;1;0.01;1;0;0;100.00;0.00;0.00;gatre-
-atte;4;3;0.03;0;2;1;0.00;66.67;33.33;etta-
-ette;4;6;0.07;0;5;1;0.00;83.33;16.67;ette-
-itte;4;2;0.02;0;2;0;0.00;100.00;0.00;etti-
-anzen;5;1;0.01;0;0;1;0.00;0.00;100.00;nezna-
-entum;5;1;0.01;0;0;1;0.00;0.00;100.00;mutne-
-ndnis;5;1;0.01;0;0;1;0.00;0.00;100.00;sindn-
-etail;5;1;0.01;0;0;1;0.00;0.00;100.00;liate-
-tudio;5;2;0.02;0;0;2;0.00;0.00;100.00;oidut-
-auern;5;1;0.01;0;0;1;0.00;0.00;100.00;nreua-
-ltier;5;1;0.01;0;1;0;0.00;100.00;0.00;reitl-
-view;4;1;0.01;0;0;1;0.00;0.00;100.00;weiv-
-ertel;5;1;0.01;0;0;1;0.00;0.00;100.00;letre-
-anzer;5;1;0.01;1;0;0;100.00;0.00;0.00;rezna-
-vel;3;1;0.01;0;0;1;0.00;0.00;100.00;lev-
-entur;5;1;0.01;0;1;0;0.00;100.00;0.00;rutne-
-steig;5;1;0.01;1;0;0;100.00;0.00;0.00;giets-
-usion;5;1;0.01;0;1;0;0.00;100.00;0.00;noisu-
-k-up;4;1;0.01;1;0;0;100.00;0.00;0.00;pu-k-
-heck;4;1;0.01;1;0;0;100.00;0.00;0.00;kceh-
-oden;4;5;0.06;5;0;0;100.00;0.00;0.00;nedo-
-enze;4;2;0.02;0;2;0;0.00;100.00;0.00;ezne-
-anze;4;3;0.03;0;2;1;0.00;66.67;33.33;ezna-
-inne;4;1;0.01;0;1;0;0.00;100.00;0.00;enni-
-ratur;5;2;0.02;0;2;0;0.00;100.00;0.00;rutar-
-entar;5;1;0.01;1;0;0;100.00;0.00;0.00;ratne-
-range;5;1;0.01;0;1;0;0.00;100.00;0.00;egnar-
-anne;4;2;0.02;0;2;0;0.00;100.00;0.00;enna-
-ver;3;2;0.02;1;0;1;50.00;0.00;50.00;rev-
-ament;5;1;0.01;0;0;1;0.00;0.00;100.00;tnema-
-ppel;4;1;0.01;0;1;0;0.00;100.00;0.00;lepp-
-stein;5;1;0.01;1;0;0;100.00;0.00;0.00;niets-
-mbe;3;1;0.01;0;1;0;0.00;100.00;0.00;ebm-
-irene;5;1;0.01;0;1;0;0.00;100.00;0.00;eneri-
-a;1;17;0.19;3;11;3;17.65;64.71;17.65;a-
-rater;5;1;0.01;1;0;0;100.00;0.00;0.00;retar-
-reter;5;1;0.01;1;0;0;100.00;0.00;0.00;reter-
-ppen;4;1;0.01;1;0;0;100.00;0.00;0.00;nepp-
-ndert;5;1;0.01;0;0;1;0.00;0.00;100.00;tredn-
-b;1;10;0.11;8;0;2;80.00;0.00;20.00;b-
-auber;5;2;0.02;2;0;0;100.00;0.00;0.00;rebua-
-nator;5;1;0.01;1;0;0;100.00;0.00;0.00;rotan-
-nitor;5;1;0.01;1;0;0;100.00;0.00;0.00;rotin-
-d;1;85;0.97;43;10;32;50.59;11.76;37.65;d-
-e;1;404;4.60;43;339;22;10.64;83.91;5.45;e-
-f;1;47;0.54;40;2;5;85.11;4.26;10.64;f-
-satz;4;3;0.03;3;0;0;100.00;0.00;0.00;ztas-
-g;1;174;1.98;60;103;11;34.48;59.20;6.32;g-
-otest;5;1;0.01;1;0;0;100.00;0.00;0.00;tseto-
-rlaub;5;2;0.02;2;0;0;100.00;0.00;0.00;bualr-
-grund;5;1;0.01;1;0;0;100.00;0.00;0.00;dnurg-
-h;1;53;0.60;28;4;21;52.83;7.55;39.62;h-
-ikum;4;1;0.01;0;0;1;0.00;0.00;100.00;muki-
-wicht;5;2;0.02;0;0;2;0.00;0.00;100.00;thciw-
-i;1;10;0.11;4;2;4;40.00;20.00;40.00;i-
-iese;4;3;0.03;1;2;0;33.33;66.67;0.00;esei-
-k;1;69;0.79;37;10;22;53.62;14.49;31.88;k-
-egion;5;1;0.01;0;1;0;0.00;100.00;0.00;noige-
-ikel;4;1;0.01;1;0;0;100.00;0.00;0.00;leki-
-l;1;145;1.65;85;19;41;58.62;13.10;28.28;l-
-örung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnurö-
-m;1;52;0.59;27;5;20;51.92;9.62;38.46;m-
