suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-aken;4;1;0.01;1;0;0;100.00;0.00;0.00;neka-
-ave;3;1;0.01;1;0;0;100.00;0.00;0.00;eva-
-iege;4;2;0.02;0;2;0;0.00;100.00;0.00;egei-
-ard;3;2;0.02;2;0;0;100.00;0.00;0.00;dra-
-kunde;5;1;0.01;0;1;0;0.00;100.00;0.00;ednuk-
-n;1;258;2.94;99;64;95;38.37;24.81;36.82;n-
-ekan;4;1;0.01;1;0;0;100.00;0.00;0.00;nake-
-o;1;15;0.17;0;0;15;0.00;0.00;100.00;o-
-and;3;25;0.28;15;4;6;60.00;16.00;24.00;dna-
-p;1;8;0.09;5;0;3;62.50;0.00;37.50;p-
-itual;5;1;0.01;0;0;1;0.00;0.00;100.00;lauti-
-arg;3;1;0.01;1;0;0;100.00;0.00;0.00;gra-
-lade;4;2;0.02;0;2;0;0.00;100.00;0.00;edal-
-iker;4;2;0.02;2;0;0;100.00;0.00;0.00;reki-
-r;1;239;2.72;151;41;47;63.18;17.15;19.67;r-
-ang;3;16;0.18;16;0;0;100.00;0.00;0.00;gna-
-nlage;5;1;0.01;0;1;0;0.00;100.00;0.00;egaln-
-abe;3;3;0.03;0;3;0;0.00;100.00;0.00;eba-
-trahl;5;2;0.02;2;0;0;100.00;0.00;0.00;lhart-
-s;1;71;0.81;39;9;23;54.93;12.68;32.39;s-
-terie;5;1;0.01;0;1;0;0.00;100.00;0.00;eiret-
-aket;4;1;0.01;0;0;1;0.00;0.00;100.00;teka-
-üste;4;3;0.03;0;3;0;0.00;100.00;0.00;etsü-
-esten;5;1;0.01;1;0;0;100.00;0.00;0.00;netse-
-t;1;271;3.09;91;113;67;33.58;41.70;24.72;t-
-ark;3;1;0.01;1;0;0;100.00;0.00;0.00;kra-
-u;1;7;0.08;1;4;2;14.29;57.14;28.57;u-
-umpe;4;1;0.01;0;1;0;0.00;100.00;0.00;epmu-
-izenz;5;1;0.01;0;1;0;0.00;100.00;0.00;znezi-
-v;1;2;0.02;2;0;0;100.00;0.00;0.00;v-
-ank;3;6;0.07;4;2;0;66.67;33.33;0.00;kna-
-tall;4;3;0.03;2;0;1;66.67;0.00;33.33;llat-
-umpf;4;3;0.03;2;0;1;66.67;0.00;33.33;fpmu-
-tahl;4;1;0.01;1;0;0;100.00;0.00;0.00;lhat-
-agier;5;1;0.01;1;0;0;100.00;0.00;0.00;reiga-
-arm;3;4;0.05;3;1;0;75.00;25.00;0.00;mra-
-w;1;2;0.02;0;1;1;0.00;50.00;50.00;w-
-abbi;4;1;0.01;1;0;0;100.00;0.00;0.00;ibba-
-ellte;5;1;0.01;1;0;0;100.00;0.00;0.00;etlle-
-dor;3;1;0.01;1;0;0;100.00;0.00;0.00;rod-
-erbst;5;2;0.02;2;0;0;100.00;0.00;0.00;tsbre-
-x;1;1;0.01;1;0;0;100.00;0.00;0.00;x-
-ester;5;3;0.03;1;2;0;33.33;66.67;0.00;retse-
-y;1;8;0.09;2;3;3;25.00;37.50;37.50;y-
-ann;3;3;0.03;3;0;0;100.00;0.00;0.00;nna-
-laube;5;3;0.03;3;0;0;100.00;0.00;0.00;ebual-
-z;1;37;0.42;19;7;11;51.35;18.92;29.73;z-
-mpel;4;2;0.02;2;0;0;100.00;0.00;0.00;lepm-
-arr;3;1;0.01;1;0;0;100.00;0.00;0.00;rra-
-latt;4;3;0.03;0;0;3;0.00;0.00;100.00;ttal-
-ldat;4;1;0.01;1;0;0;100.00;0.00;0.00;tadl-
-rguss;5;1;0.01;1;0;0;100.00;0.00;0.00;ssugr-
-lerie;5;1;0.01;0;1;0;0.00;100.00;0.00;eirel-
-mpen;4;2;0.02;1;0;1;50.00;0.00;50.00;nepm-
-mpus;4;1;0.01;1;0;0;100.00;0.00;0.00;supm-
-art;3;3;0.03;3;0;0;100.00;0.00;0.00;tra-
-ans;3;2;0.02;0;2;0;0.00;100.00;0.00;sna-
-hrank;5;3;0.03;3;0;0;100.00;0.00;0.00;knarh-
-griff;5;3;0.03;3;0;0;100.00;0.00;0.00;ffirg-
-ant;3;5;0.06;4;0;1;80.00;0.00;20.00;tna-
-mpir;4;1;0.01;1;0;0;100.00;0.00;0.00;ripm-
-tadt;4;3;0.03;0;3;0;0.00;100.00;0.00;tdat-
-gfrau;5;1;0.01;0;1;0;0.00;100.00;0.00;uarfg-
-fé;2;1;0.01;0;0;1;0.00;0.00;100.00;éf-
-ntakt;5;1;0.01;1;0;0;100.00;0.00;0.00;tkatn-
-aft;3;11;0.13;2;9;0;18.18;81.82;0.00;tfa-
-azz;3;1;0.01;1;0;0;100.00;0.00;0.00;zza-
-arz;3;1;0.01;0;0;1;0.00;0.00;100.00;zra-
-ürste;5;1;0.01;0;1;0;0.00;100.00;0.00;etsrü-
-anz;3;3;0.03;3;0;0;100.00;0.00;0.00;zna-
-lerin;5;1;0.01;0;1;0;0.00;100.00;0.00;nirel-
-kript;5;1;0.01;0;0;1;0.00;0.00;100.00;tpirk-
-hkeit;5;4;0.05;0;4;0;0.00;100.00;0.00;tiekh-
-mwelt;5;1;0.01;0;1;0;0.00;100.00;0.00;tlewm-
-nkel;4;3;0.03;3;0;0;100.00;0.00;0.00;lekn-
-aby;3;2;0.02;0;0;2;0.00;0.00;100.00;yba-
-mate;4;1;0.01;0;1;0;0.00;100.00;0.00;etam-
-ösung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnusö-
-pitze;5;3;0.03;0;3;0;0.00;100.00;0.00;eztip-
-nnere;5;2;0.02;0;0;2;0.00;0.00;100.00;erenn-
-nken;4;2;0.02;0;0;2;0.00;0.00;100.00;nekn-
-lodie;5;1;0.01;0;1;0;0.00;100.00;0.00;eidol-
-hweiß;5;1;0.01;1;0;0;100.00;0.00;0.00;ßiewh-
-ebste;5;1;0.01;0;1;0;0.00;100.00;0.00;etsbe-
-leife;5;1;0.01;0;1;0;0.00;100.00;0.00;efiel-
-llege;5;2;0.02;1;0;1;50.00;0.00;50.00;egell-
-ewehr;5;1;0.01;0;0;1;0.00;0.00;100.00;rhewe-
-hung;4;7;0.08;0;7;0;0.00;100.00;0.00;gnuh-
-dung;4;12;0.14;0;11;1;0.00;91.67;8.33;gnud-
-udio;4;2;0.02;0;0;2;0.00;0.00;100.00;oidu-
-deren;5;1;0.01;0;1;0;0.00;100.00;0.00;nered-
-ieden;5;1;0.01;1;0;0;100.00;0.00;0.00;nedei-
-attoo;5;1;0.01;0;0;1;0.00;0.00;100.00;ootta-
-apier;5;1;0.01;0;0;1;0.00;0.00;100.00;reipa-
-esetz;5;1;0.01;0;0;1;0.00;0.00;100.00;ztese-
-onne;4;2;0.02;0;2;0;0.00;100.00;0.00;enno-
-uder;4;1;0.01;1;0;0;100.00;0.00;0.00;redu-
-kzeug;5;1;0.01;0;0;1;0.00;0.00;100.00;guezk-
-jekt;4;2;0.02;0;0;2;0.00;0.00;100.00;tkej-
-ndose;5;1;0.01;0;1;0;0.00;100.00;0.00;esodn-
-hrei;4;2;0.02;2;0;0;100.00;0.00;0.00;ierh-
-hode;4;1;0.01;0;1;0;0.00;100.00;0.00;edoh-
-stuhl;5;1;0.01;1;0;0;100.00;0.00;0.00;lhuts-
-lafen;5;1;0.01;0;0;1;0.00;0.00;100.00;nefal-
-szeit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiezs-
-rper;4;1;0.01;1;0;0;100.00;0.00;0.00;repr-
-hren;4;1;0.01;0;0;1;0.00;0.00;100.00;nerh-
-ozess;5;2;0.02;2;0;0;100.00;0.00;0.00;ssezo-
-ohle;4;1;0.01;0;1;0;0.00;100.00;0.00;elho-
-stoff;5;2;0.02;2;0;0;100.00;0.00;0.00;ffots-
-hütze;5;1;0.01;1;0;0;100.00;0.00;0.00;eztüh-
-tikel;5;1;0.01;1;0;0;100.00;0.00;0.00;lekit-
-hine;4;1;0.01;0;1;0;0.00;100.00;0.00;enih-
-hheit;5;1;0.01;0;1;0;0.00;100.00;0.00;tiehh-
-hrer;4;5;0.06;5;0;0;100.00;0.00;0.00;rerh-
-kaner;5;1;0.01;1;0;0;100.00;0.00;0.00;renak-
-skel;4;1;0.01;1;0;0;100.00;0.00;0.00;leks-
-okal;4;1;0.01;0;0;1;0.00;0.00;100.00;lako-
-hiff;4;1;0.01;0;0;1;0.00;0.00;100.00;ffih-
-likum;5;1;0.01;0;0;1;0.00;0.00;100.00;mukil-
-lacht;5;1;0.01;0;1;0;0.00;100.00;0.00;thcal-
-drat;4;1;0.01;0;0;1;0.00;0.00;100.00;tard-
-tze;3;8;0.09;1;7;0;12.50;87.50;0.00;ezt-
-okus;4;1;0.01;1;0;0;100.00;0.00;0.00;suko-
-ngene;5;1;0.01;1;0;0;100.00;0.00;0.00;enegn-
-öhre;4;1;0.01;0;1;0;0.00;100.00;0.00;erhö-
-choß;4;1;0.01;1;0;0;100.00;0.00;0.00;ßohc-
-ttle;4;1;0.01;0;0;1;0.00;0.00;100.00;eltt-
-liese;5;1;0.01;0;1;0;0.00;100.00;0.00;eseil-
-rade;4;1;0.01;0;1;0;0.00;100.00;0.00;edar-
-hwarz;5;1;0.01;0;0;1;0.00;0.00;100.00;zrawh-
-eruch;5;2;0.02;2;0;0;100.00;0.00;0.00;hcure-
-hirm;4;3;0.03;3;0;0;100.00;0.00;0.00;mrih-
-eund;4;3;0.03;3;0;0;100.00;0.00;0.00;dnue-
-eune;4;1;0.01;0;1;0;0.00;100.00;0.00;enue-
-hwanz;5;2;0.02;2;0;0;100.00;0.00;0.00;znawh-
-hirn;4;1;0.01;0;0;1;0.00;0.00;100.00;nrih-
-irma;4;1;0.01;0;1;0;0.00;100.00;0.00;amri-
-liege;5;1;0.01;0;1;0;0.00;100.00;0.00;egeil-
-ndium;5;1;0.01;0;0;1;0.00;0.00;100.00;muidn-
-boter;5;1;0.01;1;0;0;100.00;0.00;0.00;retob-
-aube;4;5;0.06;3;2;0;60.00;40.00;0.00;ebua-
-rden;4;1;0.01;1;0;0;100.00;0.00;0.00;nedr-
-rall;4;1;0.01;1;0;0;100.00;0.00;0.00;llar-
-arme;4;1;0.01;1;0;0;100.00;0.00;0.00;emra-
-dacht;5;1;0.01;1;0;0;100.00;0.00;0.00;thcad-
-rahl;4;2;0.02;2;0;0;100.00;0.00;0.00;lhar-
-hirt;4;1;0.01;0;0;1;0.00;0.00;100.00;trih-
-erie;4;3;0.03;0;3;0;0.00;100.00;0.00;eire-
-erad;4;1;0.01;1;0;0;100.00;0.00;0.00;dare-
-arif;4;1;0.01;1;0;0;100.00;0.00;0.00;fira-
-ämon;4;1;0.01;1;0;0;100.00;0.00;0.00;nomä-
-rder;4;2;0.02;2;0;0;100.00;0.00;0.00;redr-
-stler;5;1;0.01;1;0;0;100.00;0.00;0.00;relts-
-rkehr;5;1;0.01;1;0;0;100.00;0.00;0.00;rhekr-
-nda;3;1;0.01;0;1;0;0.00;100.00;0.00;adn-
-nte;3;4;0.05;0;3;1;0.00;75.00;25.00;etn-
-ommel;5;1;0.01;0;1;0;0.00;100.00;0.00;lemmo-
-urist;5;1;0.01;1;0;0;100.00;0.00;0.00;tsiru-
-sekt;4;1;0.01;0;0;1;0.00;0.00;100.00;tkes-
-zeige;5;1;0.01;0;1;0;0.00;100.00;0.00;egiez-
-frage;5;2;0.02;0;2;0;0.00;100.00;0.00;egarf-
-braue;5;2;0.02;0;2;0;0.00;100.00;0.00;euarb-
-nde;3;15;0.17;3;10;2;20.00;66.67;13.33;edn-
-iode;4;1;0.01;0;1;0;0.00;100.00;0.00;edoi-
-rille;5;1;0.01;0;1;0;0.00;100.00;0.00;ellir-
-ommer;5;1;0.01;1;0;0;100.00;0.00;0.00;remmo-
-erin;4;2;0.02;0;2;0;0.00;100.00;0.00;nire-
-eral;4;1;0.01;1;0;0;100.00;0.00;0.00;lare-
-röte;4;1;0.01;0;1;0;0.00;100.00;0.00;etör-
-eren;4;1;0.01;0;1;0;0.00;100.00;0.00;nere-
-efant;5;1;0.01;1;0;0;100.00;0.00;0.00;tnafe-
-öwe;3;1;0.01;1;0;0;100.00;0.00;0.00;ewö-
-nto;3;1;0.01;0;0;1;0.00;0.00;100.00;otn-
-opfen;5;2;0.02;1;0;1;50.00;0.00;50.00;nefpo-
-hre;3;2;0.02;0;2;0;0.00;100.00;0.00;erh-
-öse;3;1;0.01;0;0;1;0.00;0.00;100.00;esö-
-eind;4;1;0.01;1;0;0;100.00;0.00;0.00;dnie-
-hne;3;3;0.03;0;3;0;0.00;100.00;0.00;enh-
-ema;3;1;0.01;0;0;1;0.00;0.00;100.00;ame-
-erer;4;1;0.01;1;0;0;100.00;0.00;0.00;rere-
-ulver;5;1;0.01;0;0;1;0.00;0.00;100.00;revlu-
-ilch;4;1;0.01;0;1;0;0.00;100.00;0.00;hcli-
-birne;5;1;0.01;0;1;0;0.00;100.00;0.00;enrib-
-ndo;3;1;0.01;0;0;1;0.00;0.00;100.00;odn-
-füm;3;1;0.01;0;0;1;0.00;0.00;100.00;müf-
-eife;4;4;0.05;0;4;0;0.00;100.00;0.00;efie-
-eibe;4;2;0.02;0;2;0;0.00;100.00;0.00;ebie-
-kon;3;1;0.01;1;0;0;100.00;0.00;0.00;nok-
-obby;4;1;0.01;0;1;0;0.00;100.00;0.00;ybbo-
-emd;3;1;0.01;0;0;1;0.00;0.00;100.00;dme-
-reich;5;1;0.01;0;0;1;0.00;0.00;100.00;hcier-
-irat;4;1;0.01;1;0;0;100.00;0.00;0.00;tari-
-alon;4;1;0.01;1;0;0;100.00;0.00;0.00;nola-
-äger;4;1;0.01;1;0;0;100.00;0.00;0.00;regä-
-lege;4;2;0.02;1;0;1;50.00;0.00;50.00;egel-
-eid;3;2;0.02;0;0;2;0.00;0.00;100.00;die-
-eug;3;7;0.08;0;0;7;0.00;0.00;100.00;gue-
-iette;5;1;0.01;0;1;0;0.00;100.00;0.00;ettei-
-eif;3;1;0.01;0;1;0;0.00;100.00;0.00;fie-
-bte;3;1;0.01;0;1;0;0.00;100.00;0.00;etb-
-fund;4;1;0.01;0;0;1;0.00;0.00;100.00;dnuf-
-eig;3;1;0.01;1;0;0;100.00;0.00;0.00;gie-
-esuch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcuse-
-tränk;5;1;0.01;0;0;1;0.00;0.00;100.00;knärt-
-kot;3;1;0.01;0;0;1;0.00;0.00;100.00;tok-
-fung;4;2;0.02;0;2;0;0.00;100.00;0.00;gnuf-
-uwel;4;1;0.01;0;0;1;0.00;0.00;100.00;lewu-
-eum;3;1;0.01;0;0;1;0.00;0.00;100.00;mue-
-ilot;4;1;0.01;1;0;0;100.00;0.00;0.00;toli-
-bung;4;3;0.03;0;3;0;0.00;100.00;0.00;gnub-
-nung;4;11;0.13;0;11;0;0.00;100.00;0.00;gnun-
-iche;4;2;0.02;0;2;0;0.00;100.00;0.00;ehci-
-ütze;4;2;0.02;1;1;0;50.00;50.00;0.00;eztü-
-leck;4;2;0.02;2;0;0;100.00;0.00;0.00;kcel-
-fühl;4;3;0.03;0;0;3;0.00;0.00;100.00;lhüf-
-ache;4;5;0.06;1;4;0;20.00;80.00;0.00;ehca-
-nruf;4;1;0.01;1;0;0;100.00;0.00;0.00;furn-
-eil;3;7;0.08;4;0;3;57.14;0.00;42.86;lie-
-eak;3;1;0.01;0;0;1;0.00;0.00;100.00;kae-
-avier;5;1;0.01;0;0;1;0.00;0.00;100.00;reiva-
-hrt;3;3;0.03;0;3;0;0.00;100.00;0.00;trh-
-ntern;5;2;0.02;2;0;0;100.00;0.00;0.00;nretn-
-hnt;3;1;0.01;0;0;1;0.00;0.00;100.00;tnh-
-ifel;4;1;0.01;1;0;0;100.00;0.00;0.00;lefi-
-efel;4;1;0.01;1;0;0;100.00;0.00;0.00;lefe-
-ein;3;8;0.09;4;0;4;50.00;0.00;50.00;nie-
-schof;5;1;0.01;1;0;0;100.00;0.00;0.00;fohcs-
-ldung;5;1;0.01;0;0;1;0.00;0.00;100.00;gnudl-
-eur;3;3;0.03;3;0;0;100.00;0.00;0.00;rue-
-eam;3;1;0.01;0;0;1;0.00;0.00;100.00;mae-
-llung;5;3;0.03;0;3;0;0.00;100.00;0.00;gnull-
-test;4;1;0.01;1;0;0;100.00;0.00;0.00;tset-
-thode;5;1;0.01;0;1;0;0.00;100.00;0.00;edoht-
-fote;4;1;0.01;0;1;0;0.00;100.00;0.00;etof-
-ifen;4;1;0.01;1;0;0;100.00;0.00;0.00;nefi-
-afen;4;5;0.06;4;0;1;80.00;0.00;20.00;nefa-
-ean;3;1;0.01;1;0;0;100.00;0.00;0.00;nae-
-eep;3;1;0.01;1;0;0;100.00;0.00;0.00;pee-
-pekt;4;2;0.02;2;0;0;100.00;0.00;0.00;tkep-
-nopf;4;2;0.02;2;0;0;100.00;0.00;0.00;fpon-
-chäft;5;4;0.05;0;0;4;0.00;0.00;100.00;tfähc-
-eis;3;9;0.10;8;0;1;88.89;0.00;11.11;sie-
-eer;3;3;0.03;2;0;1;66.67;0.00;33.33;ree-
-lasse;5;1;0.01;0;1;0;0.00;100.00;0.00;essal-
-brik;4;1;0.01;0;1;0;0.00;100.00;0.00;kirb-
-folg;4;1;0.01;1;0;0;100.00;0.00;0.00;glof-
-efer;4;2;0.02;1;1;0;50.00;50.00;0.00;refe-
-walt;4;3;0.03;2;1;0;66.67;33.33;0.00;tlaw-
-eit;3;45;0.51;1;44;0;2.22;97.78;0.00;tie-
-warze;5;1;0.01;0;1;0;0.00;100.00;0.00;ezraw-
-burt;4;1;0.01;0;1;0;0.00;100.00;0.00;trub-
-euz;3;1;0.01;0;0;1;0.00;0.00;100.00;zue-
-mando;5;1;0.01;0;0;1;0.00;0.00;100.00;odnam-
-dlung;5;2;0.02;0;2;0;0.00;100.00;0.00;gnuld-
-aß;2;2;0.02;1;0;1;50.00;0.00;50.00;ßa-
-ünde;4;1;0.01;0;1;0;0.00;100.00;0.00;ednü-
-echt;4;2;0.02;0;0;2;0.00;0.00;100.00;thce-
-acht;4;5;0.06;1;4;0;20.00;80.00;0.00;thca-
-icht;4;18;0.21;2;7;9;11.11;38.89;50.00;thci-
-bine;4;1;0.01;0;1;0;0.00;100.00;0.00;enib-
-räne;4;1;0.01;0;1;0;0.00;100.00;0.00;enär-
-rbart;5;1;0.01;1;0;0;100.00;0.00;0.00;trabr-
-ning;4;1;0.01;0;0;1;0.00;0.00;100.00;gnin-
-nbahn;5;1;0.01;0;1;0;0.00;100.00;0.00;nhabn-
-mhang;5;2;0.02;2;0;0;100.00;0.00;0.00;gnahm-
-lamme;5;1;0.01;0;1;0;0.00;100.00;0.00;emmal-
-ochen;5;2;0.02;1;0;1;50.00;0.00;50.00;nehco-
-esign;5;1;0.01;0;0;1;0.00;0.00;100.00;ngise-
-blett;5;1;0.01;0;0;1;0.00;0.00;100.00;ttelb-
-unft;4;2;0.02;0;2;0;0.00;100.00;0.00;tfnu-
-frau;4;2;0.02;0;2;0;0.00;100.00;0.00;uarf-
-ühne;4;1;0.01;0;1;0;0.00;100.00;0.00;enhü-
-ränk;4;1;0.01;0;0;1;0.00;0.00;100.00;knär-
-lling;5;1;0.01;0;0;1;0.00;0.00;100.00;gnill-
-ffee;4;1;0.01;1;0;0;100.00;0.00;0.00;eeff-
-lokal;5;1;0.01;0;0;1;0.00;0.00;100.00;lakol-
-enü;3;1;0.01;0;0;1;0.00;0.00;100.00;üne-
-sung;4;2;0.02;0;2;0;0.00;100.00;0.00;gnus-
-karte;5;1;0.01;0;1;0;0.00;100.00;0.00;etrak-
-kung;4;5;0.06;0;5;0;0.00;100.00;0.00;gnuk-
-gung;4;9;0.10;0;9;0;0.00;100.00;0.00;gnug-
-öchel;5;1;0.01;1;0;0;100.00;0.00;0.00;lehcö-
-rsuch;5;1;0.01;1;0;0;100.00;0.00;0.00;hcusr-
-lagge;5;1;0.01;0;1;0;0.00;100.00;0.00;eggal-
-ffel;4;4;0.05;3;1;0;75.00;25.00;0.00;leff-
-orie;4;1;0.01;0;1;0;0.00;100.00;0.00;eiro-
-garre;5;1;0.01;0;1;0;0.00;100.00;0.00;errag-
-gramm;5;2;0.02;0;0;2;0.00;0.00;100.00;mmarg-
-ffen;4;3;0.03;0;0;3;0.00;0.00;100.00;neff-
-graf;4;1;0.01;1;0;0;100.00;0.00;0.00;farg-
-rgang;5;2;0.02;2;0;0;100.00;0.00;0.00;gnagr-
-ffer;4;2;0.02;2;0;0;100.00;0.00;0.00;reff-
-örse;4;1;0.01;0;1;0;0.00;100.00;0.00;esrö-
-cksal;5;1;0.01;0;0;1;0.00;0.00;100.00;laskc-
-rolle;5;1;0.01;0;1;0;0.00;100.00;0.00;ellor-
-hwein;5;1;0.01;0;0;1;0.00;0.00;100.00;niewh-
-ssage;5;1;0.01;0;1;0;0.00;100.00;0.00;egass-
-olke;4;1;0.01;0;1;0;0.00;100.00;0.00;eklo-
-olge;4;1;0.01;0;1;0;0.00;100.00;0.00;eglo-
-chnee;5;1;0.01;1;0;0;100.00;0.00;0.00;eenhc-
-kind;4;1;0.01;0;0;1;0.00;0.00;100.00;dnik-
-orit;4;1;0.01;1;0;0;100.00;0.00;0.00;tiro-
-sing;4;1;0.01;0;0;1;0.00;0.00;100.00;gnis-
-exion;5;1;0.01;0;1;0;0.00;100.00;0.00;noixe-
-ampus;5;1;0.01;1;0;0;100.00;0.00;0.00;supma-
-odell;5;1;0.01;0;0;1;0.00;0.00;100.00;lledo-
-rken;4;1;0.01;0;0;1;0.00;0.00;100.00;nekr-
-ampir;5;1;0.01;1;0;0;100.00;0.00;0.00;ripma-
-tzung;5;4;0.05;0;4;0;0.00;100.00;0.00;gnuzt-
-rsion;5;1;0.01;0;1;0;0.00;100.00;0.00;noisr-
-chnur;5;1;0.01;0;1;0;0.00;100.00;0.00;runhc-
-ute;3;4;0.05;0;3;1;0.00;75.00;25.00;etu-
-sinn;4;2;0.02;2;0;0;100.00;0.00;0.00;nnis-
-uld;3;2;0.02;0;2;0;0.00;100.00;0.00;dlu-
-hmen;4;2;0.02;1;0;1;50.00;0.00;50.00;nemh-
-hmus;4;1;0.01;1;0;0;100.00;0.00;0.00;sumh-
-hmutz;5;1;0.01;1;0;0;100.00;0.00;0.00;ztumh-
-lung;4;9;0.10;0;9;0;0.00;100.00;0.00;gnul-
-tung;4;16;0.18;0;16;0;0.00;100.00;0.00;gnut-
-ule;3;4;0.05;0;4;0;0.00;100.00;0.00;elu-
-trät;4;1;0.01;0;0;1;0.00;0.00;100.00;tärt-
-uhe;3;2;0.02;0;2;0;0.00;100.00;0.00;ehu-
-sche;4;12;0.14;1;11;0;8.33;91.67;0.00;ehcs-
-idung;5;4;0.05;0;4;0;0.00;100.00;0.00;gnudi-
-oche;4;1;0.01;0;1;0;0.00;100.00;0.00;ehco-
-ksack;5;1;0.01;1;0;0;100.00;0.00;0.00;kcask-
-ude;3;3;0.03;0;2;1;0.00;66.67;33.33;edu-
-ofil;4;1;0.01;0;0;1;0.00;0.00;100.00;lifo-
-eduld;5;1;0.01;0;1;0;0.00;100.00;0.00;dlude-
-rse;3;1;0.01;0;1;0;0.00;100.00;0.00;esr-
-trie;4;1;0.01;0;1;0;0.00;100.00;0.00;eirt-
-stoß;4;1;0.01;1;0;0;100.00;0.00;0.00;ßots-
-esse;4;3;0.03;0;2;1;0.00;66.67;33.33;esse-
-asse;4;5;0.06;0;5;0;0.00;100.00;0.00;essa-
-orb;3;1;0.01;1;0;0;100.00;0.00;0.00;bro-
-zess;4;2;0.02;2;0;0;100.00;0.00;0.00;ssez-
-rke;3;2;0.02;0;2;0;0.00;100.00;0.00;ekr-
-turm;4;1;0.01;1;0;0;100.00;0.00;0.00;mrut-
-aske;4;1;0.01;0;1;0;0.00;100.00;0.00;eksa-
-chenk;5;2;0.02;0;0;2;0.00;0.00;100.00;knehc-
-rge;3;4;0.05;0;4;0;0.00;100.00;0.00;egr-
-rce;3;1;0.01;0;1;0;0.00;100.00;0.00;ecr-
-ofa;3;1;0.01;0;0;1;0.00;0.00;100.00;afo-
-rhang;5;1;0.01;1;0;0;100.00;0.00;0.00;gnahr-
-ord;3;4;0.05;4;0;0;100.00;0.00;0.00;dro-
-trag;4;3;0.03;3;0;0;100.00;0.00;0.00;gart-
-tole;4;1;0.01;0;1;0;0.00;100.00;0.00;elot-
-ond;3;1;0.01;1;0;0;100.00;0.00;0.00;dno-
-uhl;3;2;0.02;2;0;0;100.00;0.00;0.00;lhu-
-uto;3;1;0.01;0;0;1;0.00;0.00;100.00;otu-
-nzert;5;1;0.01;0;0;1;0.00;0.00;100.00;trezn-
-uhm;3;1;0.01;1;0;0;100.00;0.00;0.00;mhu-
-one;3;2;0.02;0;2;0;0.00;100.00;0.00;eno-
-lub;3;1;0.01;1;0;0;100.00;0.00;0.00;bul-
-orf;3;1;0.01;0;0;1;0.00;0.00;100.00;fro-
-trum;4;2;0.02;0;0;2;0.00;0.00;100.00;murt-
-emann;5;1;0.01;1;0;0;100.00;0.00;0.00;nname-
-adung;5;3;0.03;0;3;0;0.00;100.00;0.00;gnuda-
-rlust;5;1;0.01;1;0;0;100.00;0.00;0.00;tsulr-
-uhn;3;1;0.01;0;0;1;0.00;0.00;100.00;nhu-
-isch;4;6;0.07;3;0;3;50.00;0.00;50.00;hcsi-
-off;3;4;0.05;4;0;0;100.00;0.00;0.00;ffo-
-rom;3;1;0.01;1;0;0;100.00;0.00;0.00;mor-
-utt;3;1;0.01;1;0;0;100.00;0.00;0.00;ttu-
-useum;5;1;0.01;0;0;1;0.00;0.00;100.00;muesu-
-ub;2;4;0.05;4;0;0;100.00;0.00;0.00;bu-
-lid;3;1;0.01;0;0;1;0.00;0.00;100.00;dil-
-dnung;5;1;0.01;0;1;0;0.00;100.00;0.00;gnund-
-uls;3;2;0.02;2;0;0;100.00;0.00;0.00;slu-
-ma;2;6;0.07;0;4;2;0.00;66.67;33.33;am-
-lug;3;1;0.01;1;0;0;100.00;0.00;0.00;gul-
-lme;3;1;0.01;0;1;0;0.00;100.00;0.00;eml-
-ichte;5;2;0.02;0;2;0;0.00;100.00;0.00;ethci-
-amme;4;1;0.01;0;1;0;0.00;100.00;0.00;emma-
-imme;4;1;0.01;0;1;0;0.00;100.00;0.00;emmi-
-lie;3;2;0.02;0;2;0;0.00;100.00;0.00;eil-
-nloch;5;1;0.01;0;0;1;0.00;0.00;100.00;hcoln-
-lee;3;1;0.01;0;1;0;0.00;100.00;0.00;eel-
-ue;2;4;0.05;0;4;0;0.00;100.00;0.00;eu-
-orm;3;4;0.05;0;4;0;0.00;100.00;0.00;mro-
-eb;2;1;0.01;1;0;0;100.00;0.00;0.00;be-
-tine;4;1;0.01;0;1;0;0.00;100.00;0.00;enit-
-orn;3;2;0.02;0;0;2;0.00;0.00;100.00;nro-
-ror;3;2;0.02;2;0;0;100.00;0.00;0.00;ror-
-auß;3;1;0.01;1;0;0;100.00;0.00;0.00;ßua-
-uf;2;5;0.06;4;1;0;80.00;20.00;0.00;fu-
-ite;3;6;0.07;0;6;0;0.00;100.00;0.00;eti-
-md;2;1;0.01;0;0;1;0.00;0.00;100.00;dm-
-rst;3;1;0.01;1;0;0;100.00;0.00;0.00;tsr-
-ab;2;1;0.01;0;0;1;0.00;0.00;100.00;ba-
-laf;3;1;0.01;1;0;0;100.00;0.00;0.00;fal-
-id;2;3;0.03;0;0;3;0.00;0.00;100.00;di-
-ug;2;14;0.16;7;0;7;50.00;0.00;50.00;gu-
-ild;3;4;0.05;1;0;3;25.00;0.00;75.00;dli-
-me;2;9;0.10;2;7;0;22.22;77.78;0.00;em-
-ile;3;1;0.01;0;1;0;0.00;100.00;0.00;eli-
-rot;3;1;0.01;0;0;1;0.00;0.00;100.00;tor-
-utz;3;3;0.03;2;0;1;66.67;0.00;33.33;ztu-
