suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-tubus;5;23;0.00;23;0;0;100.00;0.00;0.00;subut-
-ilogo;5;1;0.00;0;0;1;0.00;0.00;100.00;ogoli-
-nslip;5;7;0.00;7;0;0;100.00;0.00;0.00;pilsn-
-kei;3;11;0.00;1;9;1;9.09;81.82;9.09;iek-
-oness;5;1;0.00;0;1;0;0.00;100.00;0.00;sseno-
-etuff;5;1;0.00;1;0;0;100.00;0.00;0.00;ffute-
-sehof;5;1;0.00;1;0;0;100.00;0.00;0.00;fohes-
-hause;5;1;0.00;0;0;1;0.00;0.00;100.00;esuah-
-flehm;5;2;0.00;2;0;0;100.00;0.00;0.00;mhelf-
-zaa;3;1;0.00;0;0;1;0.00;0.00;100.00;aaz-
-kek;3;1;0.00;0;0;1;0.00;0.00;100.00;kek-
-kster;5;1;0.00;1;0;0;100.00;0.00;0.00;retsk-
-kel;3;1103;0.06;893;81;129;80.96;7.34;11.70;lek-
-ndy;3;17;0.00;5;1;11;29.41;5.88;64.71;ydn-
-ontom;5;1;0.00;0;0;1;0.00;0.00;100.00;motno-
-ikler;5;2;0.00;2;0;0;100.00;0.00;0.00;relki-
-zac;3;1;0.00;1;0;0;100.00;0.00;0.00;caz-
-kem;3;1;0.00;0;0;1;0.00;0.00;100.00;mek-
-physe;5;21;0.00;0;21;0;0.00;100.00;0.00;esyhp-
-umast;5;1;0.00;1;0;0;100.00;0.00;0.00;tsamu-
-ikles;5;3;0.00;3;0;0;100.00;0.00;0.00;selki-
-ken;3;989;0.05;401;2;586;40.55;0.20;59.25;nek-
-yball;5;9;0.00;6;0;3;66.67;0.00;33.33;llaby-
-onton;5;8;0.00;5;0;3;62.50;0.00;37.50;notno-
-sycho;5;1;0.00;1;0;0;100.00;0.00;0.00;ohcys-
-eakte;5;1;0.00;0;1;0;0.00;100.00;0.00;etkae-
-nwurm;5;35;0.00;35;0;0;100.00;0.00;0.00;mruwn-
-break;5;1;0.00;1;0;0;100.00;0.00;0.00;kaerb-
-dhirn;5;1;0.00;0;0;1;0.00;0.00;100.00;nrihd-
-eviol;5;1;0.00;0;0;1;0.00;0.00;100.00;loive-
-obuk;4;1;0.00;1;0;0;100.00;0.00;0.00;kubo-
-erlad;5;4;0.00;4;0;0;100.00;0.00;0.00;dalre-
-gisth;5;2;0.00;2;0;0;100.00;0.00;0.00;htsig-
-aibun;5;1;0.00;0;0;1;0.00;0.00;100.00;nubia-
-ker;3;1933;0.10;1908;5;20;98.71;0.26;1.03;rek-
-ontor;5;7;0.00;0;0;7;0.00;0.00;100.00;rotno-
-ontos;5;1;0.00;1;0;0;100.00;0.00;0.00;sotno-
-ntima;5;2;0.00;0;2;0;0.00;100.00;0.00;amitn-
-kes;3;8;0.00;6;0;2;75.00;0.00;25.00;sek-
-xonym;5;2;0.00;0;0;2;0.00;0.00;100.00;mynox-
-sdemo;5;1;0.00;0;1;0;0.00;100.00;0.00;omeds-
-ket;3;156;0.01;2;1;153;1.28;0.64;98.08;tek-
-harta;5;8;0.00;0;8;0;0.00;100.00;0.00;atrah-
-erlag;5;32;0.00;32;0;0;100.00;0.00;0.00;galre-
-natum;5;1;0.00;0;0;1;0.00;0.00;100.00;mutan-
-ohbau;5;2;0.00;2;0;0;100.00;0.00;0.00;uabho-
-zak;3;1;0.00;1;0;0;100.00;0.00;0.00;kaz-
-zal;3;3;0.00;2;1;0;66.67;33.33;0.00;laz-
-zam;3;3;0.00;0;0;3;0.00;0.00;100.00;maz-
-klüse;5;2;0.00;0;2;0;0.00;100.00;0.00;esülk-
-ntime;5;2;0.00;1;1;0;50.00;50.00;0.00;emitn-
-erlak;5;1;0.00;1;0;0;100.00;0.00;0.00;kalre-
-harte;5;6;0.00;0;6;0;0.00;100.00;0.00;etrah-
-zan;3;11;0.00;3;0;8;27.27;0.00;72.73;naz-
-nnog;4;1;0.00;1;0;0;100.00;0.00;0.00;gonn-
-ddieb;5;2;0.00;2;0;0;100.00;0.00;0.00;beidd-
-qalyq;5;1;0.00;0;0;1;0.00;0.00;100.00;qylaq-
-uisch;5;2;0.00;0;0;2;0.00;0.00;100.00;hcsiu-
-key;3;20;0.00;10;0;10;50.00;0.00;50.00;yek-
-obus;4;24;0.00;24;0;0;100.00;0.00;0.00;subo-
-tthof;5;1;0.00;1;0;0;100.00;0.00;0.00;fohtt-
-natur;5;34;0.00;0;34;0;0.00;100.00;0.00;rutan-
-rmund;5;5;0.00;5;0;0;100.00;0.00;0.00;dnumr-
-erlan;5;2;0.00;1;0;1;50.00;0.00;50.00;nalre-
-leja;4;1;0.00;0;1;0;0.00;100.00;0.00;ajel-
-ega;3;6;0.00;1;4;1;16.67;66.67;16.67;age-
-bären;5;2;0.00;0;0;2;0.00;0.00;100.00;neräb-
-adway;5;1;0.00;1;0;0;100.00;0.00;0.00;yawda-
-zar;3;10;0.00;8;2;0;80.00;20.00;0.00;raz-
-nwurz;5;19;0.00;1;18;0;5.26;94.74;0.00;zruwn-
-zas;3;1;0.00;0;0;1;0.00;0.00;100.00;saz-
-lüt;3;1;0.00;0;0;1;0.00;0.00;100.00;tül-
-nnom;4;1;0.00;0;0;1;0.00;0.00;100.00;monn-
-hrder;5;1;0.00;1;0;0;100.00;0.00;0.00;redrh-
-lweg;4;24;0.00;24;0;0;100.00;0.00;0.00;gewl-
-rmung;5;115;0.01;0;115;0;0.00;100.00;0.00;gnumr-
-nulom;5;11;0.00;0;0;11;0.00;0.00;100.00;molun-
-zau;3;1;0.00;0;0;1;0.00;0.00;100.00;uaz-
-lweh;4;1;0.00;0;0;1;0.00;0.00;100.00;hewl-
-nnon;4;4;0.00;2;0;2;50.00;0.00;50.00;nonn-
-rkohl;5;10;0.00;10;0;0;100.00;0.00;0.00;lhokr-
-ege;3;463;0.03;48;387;28;10.37;83.59;6.05;ege-
-uclé;4;1;0.00;0;0;1;0.00;0.00;100.00;élcu-
-egg;3;1;0.00;0;1;0;0.00;100.00;0.00;gge-
-mière;5;1;0.00;0;1;0;0.00;100.00;0.00;erèim-
-egh;3;1;0.00;1;0;0;100.00;0.00;0.00;hge-
-afeld;5;5;0.00;0;0;5;0.00;0.00;100.00;dlefa-
-soröl;5;1;0.00;0;0;1;0.00;0.00;100.00;löros-
-ewirr;5;4;0.00;0;0;4;0.00;0.00;100.00;rriwe-
-hrsam;5;8;0.00;7;0;1;87.50;0.00;12.50;masrh-
-nnos;4;2;0.00;2;0;0;100.00;0.00;0.00;sonn-
-ya;2;37;0.00;8;18;11;21.62;48.65;29.73;ay-
-nnot;4;1;0.00;0;1;0;0.00;100.00;0.00;tonn-
-mcrew;5;1;0.00;0;1;0;0.00;100.00;0.00;wercm-
-imile;5;1;0.00;0;0;1;0.00;0.00;100.00;elimi-
-ewirt;5;3;0.00;3;0;0;100.00;0.00;0.00;triwe-
-erlay;5;1;0.00;0;0;1;0.00;0.00;100.00;yalre-
-vform;5;4;0.00;0;4;0;0.00;100.00;0.00;mrofv-
-rnitz;5;2;0.00;0;2;0;0.00;100.00;0.00;ztinr-
-urrón;5;1;0.00;0;0;1;0.00;0.00;100.00;nórru-
-tühl;4;3;0.00;0;0;3;0.00;0.00;100.00;lhüt-
-kvers;5;2;0.00;2;0;0;100.00;0.00;0.00;srevk-
-llamt;5;6;0.00;0;0;6;0.00;0.00;100.00;tmall-
-yd;2;49;0.00;16;0;33;32.65;0.00;67.35;dy-
-esieb;5;2;0.00;0;0;2;0.00;0.00;100.00;beise-
-ligan;5;3;0.00;2;0;1;66.67;0.00;33.33;nagil-
-ye;2;12;0.00;1;8;3;8.33;66.67;25.00;ey-
-tgüte;5;4;0.00;0;4;0;0.00;100.00;0.00;etügt-
-bteig;5;1;0.00;1;0;0;100.00;0.00;0.00;gietb-
-ego;3;2;0.00;1;0;1;50.00;0.00;50.00;oge-
-exium;5;1;0.00;0;0;1;0.00;0.00;100.00;muixe-
-tstil;5;13;0.00;13;0;0;100.00;0.00;0.00;litst-
-okeit;5;2;0.00;2;0;0;100.00;0.00;0.00;tieko-
-yi;2;1;0.00;0;1;0;0.00;100.00;0.00;iy-
-tch;3;29;0.00;16;2;11;55.17;6.90;37.93;hct-
-esieg;5;1;0.00;1;0;0;100.00;0.00;0.00;geise-
-yk;2;1;0.00;1;0;0;100.00;0.00;0.00;ky-
-feröl;5;7;0.00;0;0;7;0.00;0.00;100.00;löref-
-bteil;5;25;0.00;1;0;24;4.00;0.00;96.00;lietb-
-yl;2;63;0.00;1;0;62;1.59;0.00;98.41;ly-
-egu;3;4;0.00;4;0;0;100.00;0.00;0.00;uge-
-lnase;5;8;0.00;0;8;0;0.00;100.00;0.00;esanl-
-ym;2;133;0.01;1;0;132;0.75;0.00;99.25;my-
-nzli;4;1;0.00;1;0;0;100.00;0.00;0.00;ilzn-
-zsarg;5;9;0.00;9;0;0;100.00;0.00;0.00;grasz-
-yn;2;13;0.00;7;1;5;53.85;7.69;38.46;ny-
-ysée;4;1;0.00;0;0;1;0.00;0.00;100.00;eésy-
-afelt;5;1;0.00;0;0;1;0.00;0.00;100.00;tlefa-
-yo;2;23;0.00;18;2;3;78.26;8.70;13.04;oy-
-umöwe;5;1;0.00;0;1;0;0.00;100.00;0.00;ewömu-
-yp;2;286;0.02;280;1;5;97.90;0.35;1.75;py-
-rifer;5;2;0.00;2;0;0;100.00;0.00;0.00;refir-
-route;5;49;0.00;0;48;1;0.00;97.96;2.04;etuor-
-esien;5;17;0.00;0;0;17;0.00;0.00;100.00;neise-
-yq;2;1;0.00;0;0;1;0.00;0.00;100.00;qy-
-yr;2;11;0.00;11;0;0;100.00;0.00;0.00;ry-
-senna;5;1;0.00;0;1;0;0.00;100.00;0.00;annes-
-kavum;5;1;0.00;0;0;1;0.00;0.00;100.00;muvak-
-ys;2;17;0.00;5;11;1;29.41;64.71;5.88;sy-
-oinat;5;1;0.00;0;0;1;0.00;0.00;100.00;tanio-
-rtyp;4;27;0.00;27;0;0;100.00;0.00;0.00;pytr-
-yt;2;218;0.01;217;0;1;99.54;0.00;0.46;ty-
-schja;5;1;0.00;0;0;1;0.00;0.00;100.00;ajhcs-
-npfad;5;12;0.00;12;0;0;100.00;0.00;0.00;dafpn-
-esier;5;9;0.00;9;0;0;100.00;0.00;0.00;reise-
-yu;2;2;0.00;1;0;1;50.00;0.00;50.00;uy-
-ihad;4;3;0.00;3;0;0;100.00;0.00;0.00;dahi-
-nera;4;3;0.00;0;3;0;0.00;100.00;0.00;aren-
-loduo;5;1;0.00;0;0;1;0.00;0.00;100.00;oudol-
-ozoe;4;1;0.00;0;1;0;0.00;100.00;0.00;eozo-
-naché;5;1;0.00;0;0;1;0.00;0.00;100.00;éhcan-
-zgrün;5;2;0.00;0;0;2;0.00;0.00;100.00;nürgz-
-aherd;5;1;0.00;1;0;0;100.00;0.00;0.00;dreha-
-inion;5;2;0.00;0;0;2;0.00;0.00;100.00;noini-
-pzeit;5;4;0.00;0;4;0;0.00;100.00;0.00;tiezp-
-yx;2;16;0.00;9;6;1;56.25;37.50;6.25;xy-
-gemid;5;1;0.00;0;0;1;0.00;0.00;100.00;dimeg-
-ohte;4;1;0.00;0;1;0;0.00;100.00;0.00;etho-
-olent;5;1;0.00;1;0;0;100.00;0.00;0.00;tnelo-
-yz;2;1;0.00;0;0;1;0.00;0.00;100.00;zy-
-ihai;4;1;0.00;1;0;0;100.00;0.00;0.00;iahi-
-nere;4;2;0.00;0;0;2;0.00;0.00;100.00;eren-
-uksit;5;1;0.00;1;0;0;100.00;0.00;0.00;tisku-
-mtin;4;33;0.00;0;33;0;0.00;100.00;0.00;nitm-
-inios;5;1;0.00;1;0;0;100.00;0.00;0.00;soini-
-iluft;5;1;0.00;0;1;0;0.00;100.00;0.00;tfuli-
-nea;3;14;0.00;0;9;5;0.00;64.29;35.71;aen-
-neb;3;1;0.00;0;0;1;0.00;0.00;100.00;ben-
-ukant;5;1;0.00;1;0;0;100.00;0.00;0.00;tnaku-
-achan;5;2;0.00;1;0;1;50.00;0.00;50.00;nahca-
-knen;4;6;0.00;0;0;6;0.00;0.00;100.00;nenk-
-nec;3;1;0.00;1;0;0;100.00;0.00;0.00;cen-
-iniou;5;1;0.00;0;1;0;0.00;100.00;0.00;uoini-
-satal;5;1;0.00;0;0;1;0.00;0.00;100.00;latas-
-valen;5;1;0.00;0;0;1;0.00;0.00;100.00;nelav-
-nee;3;50;0.00;37;11;2;74.00;22.00;4.00;een-
-olenz;5;11;0.00;0;11;0;0.00;100.00;0.00;znelo-
-ombra;5;1;0.00;0;1;0;0.00;100.00;0.00;arbmo-
-nef;3;1;0.00;1;0;0;100.00;0.00;0.00;fen-
-inula;5;1;0.00;0;1;0;0.00;100.00;0.00;aluni-
-ggate;5;1;0.00;0;0;1;0.00;0.00;100.00;etagg-
-kner;4;49;0.00;49;0;0;100.00;0.00;0.00;renk-
-achat;5;6;0.00;6;0;0;100.00;0.00;0.00;tahca-
-rocyt;5;4;0.00;4;0;0;100.00;0.00;0.00;tycor-
-iebe;4;127;0.01;0;52;75;0.00;40.94;59.06;ebei-
-nern;4;7;0.00;0;0;7;0.00;0.00;100.00;nren-
-knet;4;1;0.00;0;0;1;0.00;0.00;100.00;tenk-
-achau;5;2;0.00;0;1;1;0.00;50.00;50.00;uahca-
-defix;5;1;0.00;1;0;0;100.00;0.00;0.00;xifed-
-nero;4;2;0.00;2;0;0;100.00;0.00;0.00;oren-
-nei;3;39;0.00;0;16;23;0.00;41.03;58.97;ien-
-rioca;5;1;0.00;1;0;0;100.00;0.00;0.00;acoir-
-nurne;5;2;0.00;0;2;0;0.00;100.00;0.00;enrun-
-hspey;5;1;0.00;1;0;0;100.00;0.00;0.00;yepsh-
-ntole;5;1;0.00;0;1;0;0.00;100.00;0.00;elotn-
-satar;5;1;0.00;1;0;0;100.00;0.00;0.00;ratas-
-inule;5;1;0.00;0;1;0;0.00;100.00;0.00;eluni-
-npfau;5;1;0.00;1;0;0;100.00;0.00;0.00;uafpn-
-nek;3;2;0.00;1;0;1;50.00;0.00;50.00;ken-
-bayon;5;1;0.00;0;0;1;0.00;0.00;100.00;noyab-
-wulst;5;51;0.00;18;33;0;35.29;64.71;0.00;tsluw-
-nel;3;75;0.00;66;2;7;88.00;2.67;9.33;len-
-ners;4;1;0.00;0;0;1;0.00;0.00;100.00;sren-
-nem;3;9;0.00;0;0;9;0.00;0.00;100.00;men-
-kney;4;3;0.00;1;0;2;33.33;0.00;66.67;yenk-
-gemit;5;2;0.00;2;0;0;100.00;0.00;0.00;timeg-
-nen;3;392;0.02;72;3;317;18.37;0.77;80.87;nen-
-iebl;4;1;0.00;1;0;0;100.00;0.00;0.00;lbei-
-neo;3;2;0.00;0;0;2;0.00;0.00;100.00;oen-
-olbox;5;1;0.00;0;1;0;0.00;100.00;0.00;xoblo-
-acebo;5;1;0.00;0;0;1;0.00;0.00;100.00;obeca-
-roove;5;1;0.00;1;0;0;100.00;0.00;0.00;evoor-
-nerv;4;85;0.00;85;0;0;100.00;0.00;0.00;vren-
-lkie;4;2;0.00;2;0;0;100.00;0.00;0.00;eikl-
-gemix;5;1;0.00;1;0;0;100.00;0.00;0.00;ximeg-
-ner;3;1979;0.11;1947;6;26;98.38;0.30;1.31;ren-
-enkuß;5;2;0.00;2;0;0;100.00;0.00;0.00;ßukne-
-rnost;5;1;0.00;1;0;0;100.00;0.00;0.00;tsonr-
-nes;3;49;0.00;15;0;34;30.61;0.00;69.39;sen-
-meind;5;1;0.00;0;1;0;0.00;100.00;0.00;dniem-
-bwerk;5;31;0.00;0;0;31;0.00;0.00;100.00;krewb-
-net;3;94;0.01;75;4;15;79.79;4.26;15.96;ten-
-nerz;4;27;0.00;3;0;24;11.11;0.00;88.89;zren-
-meine;5;2;0.00;0;2;0;0.00;100.00;0.00;eniem-
-umato;5;1;0.00;0;0;1;0.00;0.00;100.00;otamu-
-ilohn;5;1;0.00;1;0;0;100.00;0.00;0.00;nholi-
-dgips;5;2;0.00;2;0;0;100.00;0.00;0.00;spigd-
-ehöhe;5;9;0.00;0;9;0;0.00;100.00;0.00;ehöhe-
-ühung;5;7;0.00;0;7;0;0.00;100.00;0.00;gnuhü-
-neu;3;3;0.00;3;0;0;100.00;0.00;0.00;uen-
-iebs;4;2;0.00;2;0;0;100.00;0.00;0.00;sbei-
-erbiß;5;1;0.00;1;0;0;100.00;0.00;0.00;ßibre-
-iebt;4;1;0.00;0;0;1;0.00;0.00;100.00;tbei-
-zopal;5;1;0.00;1;0;0;100.00;0.00;0.00;lapoz-
-rché;4;1;0.00;0;0;1;0.00;0.00;100.00;éhcr-
-úa;2;1;0.00;0;0;1;0.00;0.00;100.00;aú-
-sance;5;11;0.00;0;11;0;0.00;100.00;0.00;ecnas-
-onett;5;18;0.00;0;0;18;0.00;0.00;100.00;tteno-
-mbran;5;120;0.01;0;119;1;0.00;99.17;0.83;narbm-
-sekot;5;1;0.00;1;0;0;100.00;0.00;0.00;tokes-
-fleim;5;1;0.00;1;0;0;100.00;0.00;0.00;mielf-
-nex;3;2;0.00;2;0;0;100.00;0.00;0.00;xen-
-zomba;5;1;0.00;1;0;0;100.00;0.00;0.00;abmoz-
-ney;3;10;0.00;3;0;7;30.00;0.00;70.00;yen-
-flein;5;10;0.00;0;0;10;0.00;0.00;100.00;nielf-
-esoda;5;1;0.00;0;0;1;0.00;0.00;100.00;adose-
-phyte;5;1;0.00;0;1;0;0.00;100.00;0.00;etyhp-
-nez;3;2;0.00;1;0;1;50.00;0.00;50.00;zen-
-ljahr;5;17;0.00;0;0;17;0.00;0.00;100.00;rhajl-
-ophym;5;3;0.00;0;0;3;0.00;0.00;100.00;myhpo-
-lkin;4;1;0.00;0;0;1;0.00;0.00;100.00;nikl-
-veron;5;1;0.00;1;0;0;100.00;0.00;0.00;norev-
-bwert;5;5;0.00;5;0;0;100.00;0.00;0.00;trewb-
-onetz;5;3;0.00;0;0;3;0.00;0.00;100.00;zteno-
-esode;5;1;0.00;0;1;0;0.00;100.00;0.00;edose-
-jeep;4;2;0.00;2;0;0;100.00;0.00;0.00;peej-
-hge;3;2;0.00;0;2;0;0.00;100.00;0.00;egh-
-kehe;4;1;0.00;0;1;0;0.00;100.00;0.00;ehek-
-ophyr;5;1;0.00;1;0;0;100.00;0.00;0.00;ryhpo-
-hpaar;5;2;0.00;0;0;2;0.00;0.00;100.00;raaph-
-ntina;5;1;0.00;1;0;0;100.00;0.00;0.00;anitn-
-lkit;4;3;0.00;2;0;1;66.67;0.00;33.33;tikl-
-ophyt;5;68;0.00;68;0;0;100.00;0.00;0.00;tyhpo-
-illin;5;27;0.00;1;0;26;3.70;0.00;96.30;nilli-
-hauto;5;4;0.00;0;0;4;0.00;0.00;100.00;otuah-
-dhist;5;1;0.00;1;0;0;100.00;0.00;0.00;tsihd-
-mbray;5;1;0.00;1;0;0;100.00;0.00;0.00;yarbm-
-nwust;5;1;0.00;1;0;0;100.00;0.00;0.00;tsuwn-
-euxis;5;2;0.00;1;1;0;50.00;50.00;0.00;sixue-
-rkoid;5;1;0.00;0;0;1;0.00;0.00;100.00;diokr-
-ntine;5;18;0.00;0;17;1;0.00;94.44;5.56;enitn-
-lland;5;17;0.00;0;0;17;0.00;0.00;100.00;dnall-
-euxit;5;1;0.00;1;0;0;100.00;0.00;0.00;tixue-
-uitöl;5;1;0.00;0;0;1;0.00;0.00;100.00;lötiu-
-lzen;4;135;0.01;93;0;42;68.89;0.00;31.11;nezl-
-llane;5;1;0.00;0;1;0;0.00;100.00;0.00;enall-
-nting;5;6;0.00;1;0;5;16.67;0.00;83.33;gnitn-
-rnium;5;6;0.00;0;0;6;0.00;0.00;100.00;muinr-
-llang;5;1;0.00;1;0;0;100.00;0.00;0.00;gnall-
-tsenf;5;2;0.00;2;0;0;100.00;0.00;0.00;fnest-
-erica;5;1;0.00;0;0;1;0.00;0.00;100.00;acire-
-eha;3;2;0.00;0;2;0;0.00;100.00;0.00;ahe-
-ntini;5;1;0.00;1;0;0;100.00;0.00;0.00;initn-
-illit;5;16;0.00;16;0;0;100.00;0.00;0.00;tilli-
-ddler;5;5;0.00;5;0;0;100.00;0.00;0.00;reldd-
-lzer;4;21;0.00;21;0;0;100.00;0.00;0.00;rezl-
-syrer;5;1;0.00;1;0;0;100.00;0.00;0.00;rerys-
-dhupe;5;1;0.00;0;1;0;0.00;100.00;0.00;epuhd-
-ehe;3;78;0.00;1;77;0;1.28;98.72;0.00;ehe-
-kehr;4;241;0.01;210;31;0;87.14;12.86;0.00;rhek-
-ißöse;5;1;0.00;0;1;0;0.00;100.00;0.00;esößi-
-ntino;5;1;0.00;0;0;1;0.00;0.00;100.00;onitn-
-onse;4;1;0.00;0;1;0;0.00;100.00;0.00;esno-
-logue;5;1;0.00;0;0;1;0.00;0.00;100.00;eugol-
-erich;5;60;0.00;58;0;2;96.67;0.00;3.33;hcire-
-riffa;5;1;0.00;0;0;1;0.00;0.00;100.00;affir-
-tokan;5;1;0.00;0;0;1;0.00;0.00;100.00;nakot-
-za;2;46;0.00;5;32;9;10.87;69.57;19.57;az-
-erick;5;2;0.00;1;0;1;50.00;0.00;50.00;kcire-
-ewist;5;1;0.00;1;0;0;100.00;0.00;0.00;tsiwe-
-llans;5;1;0.00;0;0;1;0.00;0.00;100.00;snall-
-ehl;3;264;0.01;163;2;99;61.74;0.76;37.50;lhe-
-olzin;5;1;0.00;0;1;0;0.00;100.00;0.00;nizlo-
-rkoit;5;1;0.00;1;0;0;100.00;0.00;0.00;tiokr-
-riffe;5;1;0.00;0;1;0;0.00;100.00;0.00;effir-
-mena;4;1;0.00;0;0;1;0.00;0.00;100.00;anem-
-llant;5;14;0.00;14;0;0;100.00;0.00;0.00;tnall-
-ehm;3;15;0.00;15;0;0;100.00;0.00;0.00;mhe-
-ehn;3;1;0.00;0;1;0;0.00;100.00;0.00;nhe-
-onsk;4;2;0.00;0;0;2;0.00;0.00;100.00;ksno-
-mbide;5;1;0.00;1;0;0;100.00;0.00;0.00;edibm-
-bia;3;31;0.00;4;24;3;12.90;77.42;9.68;aib-
-ze;2;1976;0.11;73;1885;18;3.69;95.39;0.91;ez-
-üßung;5;7;0.00;0;7;0;0.00;100.00;0.00;gnußü-
-inlok;5;1;0.00;0;1;0;0.00;100.00;0.00;kolni-
-mend;4;1;0.00;0;1;0;0.00;100.00;0.00;dnem-
-bic;3;5;0.00;2;1;2;40.00;20.00;40.00;cib-
-mene;4;12;0.00;3;9;0;25.00;75.00;0.00;enem-
-merle;5;19;0.00;0;18;1;0.00;94.74;5.26;elrem-
-bid;3;28;0.00;0;0;28;0.00;0.00;100.00;dib-
-zh;2;1;0.00;0;0;1;0.00;0.00;100.00;hz-
-copop;5;1;0.00;1;0;0;100.00;0.00;0.00;popoc-
-bie;3;374;0.02;2;371;1;0.53;99.20;0.27;eib-
-zi;2;25;0.00;17;3;5;68.00;12.00;20.00;iz-
-ehr;3;377;0.02;228;82;67;60.48;21.75;17.77;rhe-
-aftie;5;1;0.00;0;0;1;0.00;0.00;100.00;eitfa-
-llanz;5;1;0.00;0;1;0;0.00;100.00;0.00;znall-
-olzit;5;4;0.00;4;0;0;100.00;0.00;0.00;tizlo-
-big;3;1;0.00;1;0;0;100.00;0.00;0.00;gib-
-lekt;4;18;0.00;18;0;0;100.00;0.00;0.00;tkel-
-zk;2;8;0.00;0;0;8;0.00;0.00;100.00;kz-
-merli;5;1;0.00;0;0;1;0.00;0.00;100.00;ilrem-
-nsuhr;5;3;0.00;0;3;0;0.00;100.00;0.00;rhusn-
-zl;2;2;0.00;1;0;1;50.00;0.00;50.00;lz-
-pbahn;5;1;0.00;0;1;0;0.00;100.00;0.00;nhabp-
-iputz;5;1;0.00;1;0;0;100.00;0.00;0.00;ztupi-
-logus;5;1;0.00;1;0;0;100.00;0.00;0.00;sugol-
-cksal;5;6;0.00;0;0;6;0.00;0.00;100.00;laskc-
-zn;2;9;0.00;2;6;1;22.22;66.67;11.11;nz-
-aktys;5;1;0.00;0;1;0;0.00;100.00;0.00;sytka-
-bik;3;4;0.00;1;2;1;25.00;50.00;25.00;kib-
-zo;2;16;0.00;11;1;4;68.75;6.25;25.00;oz-
-ikal;4;10;0.00;1;0;9;10.00;0.00;90.00;laki-
-pcake;5;1;0.00;1;0;0;100.00;0.00;0.00;ekacp-
-bil;3;24;0.00;1;0;23;4.17;0.00;95.83;lib-
-ußruf;5;1;0.00;1;0;0;100.00;0.00;0.00;furßu-
-bim;3;1;0.00;1;0;0;100.00;0.00;0.00;mib-
-geamt;5;2;0.00;0;0;2;0.00;0.00;100.00;tmaeg-
-ikan;4;15;0.00;13;0;2;86.67;0.00;13.33;naki-
-bin;3;81;0.00;3;33;45;3.70;40.74;55.56;nib-
-ikap;4;1;0.00;0;0;1;0.00;0.00;100.00;paki-
-zt;2;127;0.01;126;0;1;99.21;0.00;0.79;tz-
-zu;2;1;0.00;0;1;0;0.00;100.00;0.00;uz-
-nsoja;5;1;0.00;0;1;0;0.00;100.00;0.00;ajosn-
-schka;5;9;0.00;1;8;0;11.11;88.89;0.00;akhcs-
-ión;3;1;0.00;0;0;1;0.00;0.00;100.00;nói-
-liade;5;2;0.00;0;2;0;0.00;100.00;0.00;edail-
-mens;4;3;0.00;2;0;1;66.67;0.00;33.33;snem-
-ikar;4;10;0.00;10;0;0;100.00;0.00;0.00;raki-
-cksau;5;1;0.00;0;1;0;0.00;100.00;0.00;uaskc-
-omere;5;1;0.00;0;1;0;0.00;100.00;0.00;eremo-
-töke;4;1;0.00;1;0;0;100.00;0.00;0.00;eköt-
-tsbox;5;2;0.00;0;2;0;0.00;100.00;0.00;xobst-
-ment;4;1522;0.08;77;2;1443;5.06;0.13;94.81;tnem-
-lhaar;5;9;0.00;0;0;9;0.00;0.00;100.00;raahl-
-bis;3;62;0.00;61;0;1;98.39;0.00;1.61;sib-
-menu;4;1;0.00;0;0;1;0.00;0.00;100.00;unem-
-ikat;4;115;0.01;1;0;114;0.87;0.00;99.13;taki-
-bit;3;91;0.00;56;0;35;61.54;0.00;38.46;tib-
-ozeß;4;49;0.00;49;0;0;100.00;0.00;0.00;ßezo-
-zy;2;1;0.00;0;0;1;0.00;0.00;100.00;yz-
-eulme;5;1;0.00;0;1;0;0.00;100.00;0.00;emlue-
-ulard;5;1;0.00;0;0;1;0.00;0.00;100.00;dralu-
-schke;5;9;0.00;0;9;0;0.00;100.00;0.00;ekhcs-
-zz;2;7;0.00;6;0;1;85.71;0.00;14.29;zz-
-ulare;5;2;0.00;0;1;1;0.00;50.00;50.00;eralu-
-nese;4;233;0.01;21;212;0;9.01;90.99;0.00;esen-
-mbok;4;2;0.00;1;0;1;50.00;0.00;50.00;kobm-
-rline;5;3;0.00;0;3;0;0.00;100.00;0.00;enilr-
-nfa;3;1;0.00;1;0;0;100.00;0.00;0.00;afn-
-dfink;5;8;0.00;8;0;0;100.00;0.00;0.00;knifd-
-mbol;4;82;0.00;0;0;82;0.00;0.00;100.00;lobm-
-rling;5;287;0.02;283;0;4;98.61;0.00;1.39;gnilr-
-menz;4;11;0.00;0;11;0;0.00;100.00;0.00;znem-
-dhorn;5;4;0.00;0;0;4;0.00;0.00;100.00;nrohd-
-smenü;5;13;0.00;0;0;13;0.00;0.00;100.00;ünems-
-ohui;4;5;0.00;5;0;0;100.00;0.00;0.00;iuho-
-biz;3;1;0.00;0;0;1;0.00;0.00;100.00;zib-
-mertà;5;1;0.00;0;1;0;0.00;100.00;0.00;àtrem-
-escha;5;1;0.00;1;0;0;100.00;0.00;0.00;ahcse-
-decke;5;179;0.01;0;179;0;0.00;100.00;0.00;ekced-
-mbon;4;1;0.00;1;0;0;100.00;0.00;0.00;nobm-
-rnote;5;7;0.00;0;7;0;0.00;100.00;0.00;etonr-
