suffix;len;count;%count;der;die;das;%der;%die;%das;rev
-ßing;4;1;0.00;0;0;1;0.00;0.00;100.00;gniß-
-elard;5;1;0.00;1;0;0;100.00;0.00;0.00;drale-
-uftyp;5;1;0.00;1;0;0;100.00;0.00;0.00;pytfu-
-arven;5;1;0.00;0;0;1;0.00;0.00;100.00;nevra-
-eort;4;14;0.00;14;0;0;100.00;0.00;0.00;troe-
-bmoos;5;1;0.00;0;0;1;0.00;0.00;100.00;soomb-
-jodel;5;1;0.00;0;0;1;0.00;0.00;100.00;ledoj-
-araka;5;1;0.00;1;0;0;100.00;0.00;0.00;akara-
-hibin;5;1;0.00;0;0;1;0.00;0.00;100.00;nibih-
-cabel;5;1;0.00;0;1;0;0.00;100.00;0.00;lebac-
-achy;4;1;0.00;0;1;0;0.00;100.00;0.00;yhca-
-ardo;4;4;0.00;4;0;0;100.00;0.00;0.00;odra-
-bling;5;71;0.00;69;0;2;97.18;0.00;2.82;gnilb-
-ramit;5;6;0.00;6;0;0;100.00;0.00;0.00;timar-
-duett;5;1;0.00;0;0;1;0.00;0.00;100.00;tteud-
-foul;4;3;0.00;0;0;3;0.00;0.00;100.00;luof-
-uchte;5;110;0.01;1;109;0;0.91;99.09;0.00;ethcu-
-elsk;4;2;0.00;0;0;2;0.00;0.00;100.00;ksle-
-eory;4;1;0.00;0;1;0;0.00;100.00;0.00;yroe-
-ejmik;5;1;0.00;1;0;0;100.00;0.00;0.00;kimje-
-cabeo;5;1;0.00;1;0;0;100.00;0.00;0.00;oebac-
-lyrit;5;1;0.00;1;0;0;100.00;0.00;0.00;tiryl-
-hibis;5;1;0.00;1;0;0;100.00;0.00;0.00;sibih-
-uatio;5;1;0.00;0;1;0;0.00;100.00;0.00;oitau-
-rzton;5;1;0.00;1;0;0;100.00;0.00;0.00;notzr-
-lderz;5;1;0.00;0;0;1;0.00;0.00;100.00;zredl-
-ards;4;2;0.00;0;1;1;0.00;50.00;50.00;sdra-
-blink;5;2;0.00;2;0;0;100.00;0.00;0.00;knilb-
-uchti;5;1;0.00;1;0;0;100.00;0.00;0.00;ithcu-
-ardt;4;1;0.00;0;1;0;0.00;100.00;0.00;tdra-
-elarm;5;4;0.00;4;0;0;100.00;0.00;0.00;mrale-
-egabe;5;4;0.00;0;4;0;0.00;100.00;0.00;ebage-
-tkitt;5;1;0.00;1;0;0;100.00;0.00;0.00;ttikt-
-owdiw;5;1;0.00;0;0;1;0.00;0.00;100.00;widwo-
-hnbär;5;1;0.00;1;0;0;100.00;0.00;0.00;räbnh-
-ptote;5;1;0.00;0;1;0;0.00;100.00;0.00;etotp-
-rtbar;5;1;0.00;0;1;0;0.00;100.00;0.00;rabtr-
-assia;5;1;0.00;0;1;0;0.00;100.00;0.00;aissa-
-eite;4;552;0.03;0;552;0;0.00;100.00;0.00;etie-
-srate;5;245;0.01;0;245;0;0.00;100.00;0.00;etars-
-ssgut;5;1;0.00;0;0;1;0.00;0.00;100.00;tugss-
-uatit;5;2;0.00;2;0;0;100.00;0.00;0.00;titau-
-poree;5;1;0.00;0;0;1;0.00;0.00;100.00;eerop-
-kgrad;5;4;0.00;3;0;1;75.00;0.00;25.00;dargk-
-ysia;4;1;0.00;0;0;1;0.00;0.00;100.00;aisy-
-ardy;4;1;0.00;0;1;0;0.00;100.00;0.00;ydra-
-rtbau;5;1;0.00;1;0;0;100.00;0.00;0.00;uabtr-
-eith;4;1;0.00;0;0;1;0.00;0.00;100.00;htie-
-assid;5;1;0.00;1;0;0;100.00;0.00;0.00;dissa-
-uativ;5;1;0.00;1;0;0;100.00;0.00;0.00;vitau-
-honya;5;1;0.00;0;0;1;0.00;0.00;100.00;aynoh-
-kgraf;5;1;0.00;1;0;0;100.00;0.00;0.00;fargk-
-assie;5;3;0.00;0;3;0;0.00;100.00;0.00;eissa-
-ibale;5;1;0.00;1;0;0;100.00;0.00;0.00;elabi-
-owser;5;2;0.00;2;0;0;100.00;0.00;0.00;reswo-
-elart;5;20;0.00;0;20;0;0.00;100.00;0.00;trale-
-alfa;4;1;0.00;0;1;0;0.00;100.00;0.00;afla-
-moker;5;1;0.00;1;0;0;100.00;0.00;0.00;rekom-
-yana;4;4;0.00;0;0;4;0.00;0.00;100.00;anay-
-faffe;5;2;0.00;2;0;0;100.00;0.00;0.00;effaf-
-asand;5;1;0.00;1;0;0;100.00;0.00;0.00;dnasa-
-ibalg;5;2;0.00;2;0;0;100.00;0.00;0.00;glabi-
-elsy;4;1;0.00;0;1;0;0.00;100.00;0.00;ysle-
-duna;4;1;0.00;0;0;1;0.00;0.00;100.00;anud-
-rweib;5;4;0.00;0;0;4;0.00;0.00;100.00;biewr-
-klore;5;1;0.00;0;1;0;0.00;100.00;0.00;erolk-
-ffure;5;2;0.00;0;2;0;0.00;100.00;0.00;eruff-
-ssawa;5;1;0.00;0;1;0;0.00;100.00;0.00;awass-
-yand;4;1;0.00;1;0;0;100.00;0.00;0.00;dnay-
-porem;5;1;0.00;0;0;1;0.00;0.00;100.00;merop-
-endwo;5;1;0.00;0;0;1;0.00;0.00;100.00;owdne-
-arakt;5;6;0.00;3;3;0;50.00;50.00;0.00;tkara-
-assik;5;5;0.00;0;5;0;0.00;100.00;0.00;kissa-
-nfgas;5;1;0.00;0;0;1;0.00;0.00;100.00;sagfn-
-dune;4;1;0.00;0;1;0;0.00;100.00;0.00;enud-
-tilla;5;2;0.00;0;2;0;0.00;100.00;0.00;allit-
-iball;5;3;0.00;3;0;0;100.00;0.00;0.00;llabi-
-hlese;5;2;0.00;0;2;0;0.00;100.00;0.00;eselh-
-yang;4;2;0.00;0;0;2;0.00;0.00;100.00;gnay-
-klori;5;2;0.00;2;0;0;100.00;0.00;0.00;irolk-
-efud;4;1;0.00;0;1;0;0.00;100.00;0.00;dufe-
-odist;5;3;0.00;3;0;0;100.00;0.00;0.00;tsido-
-aogai;5;1;0.00;0;0;1;0.00;0.00;100.00;iagoa-
-ysik;4;77;0.00;0;77;0;0.00;100.00;0.00;kisy-
-assin;5;13;0.00;1;4;8;7.69;30.77;61.54;nissa-
-yani;4;1;0.00;0;0;1;0.00;0.00;100.00;inay-
-dung;4;2649;0.14;9;2640;0;0.34;99.66;0.00;gnud-
-porer;5;1;0.00;1;0;0;100.00;0.00;0.00;rerop-
-rtörn;5;1;0.00;1;0;0;100.00;0.00;0.00;nrötr-
-eits;4;4;0.00;0;0;4;0.00;0.00;100.00;stie-
-emaus;5;3;0.00;0;3;0;0.00;100.00;0.00;suame-
-nipit;5;1;0.00;1;0;0;100.00;0.00;0.00;tipin-
-bohm;4;1;0.00;0;0;1;0.00;0.00;100.00;mhob-
-ysin;4;15;0.00;0;0;15;0.00;0.00;100.00;nisy-
-tille;5;29;0.00;0;29;0;0.00;100.00;0.00;ellit-
-yping;5;1;0.00;0;0;1;0.00;0.00;100.00;gnipy-
-ysio;4;2;0.00;1;1;0;50.00;50.00;0.00;oisy-
-honym;5;1;0.00;0;0;1;0.00;0.00;100.00;mynoh-
-blia;4;1;0.00;0;1;0;0.00;100.00;0.00;ailb-
-ßriss;5;1;0.00;1;0;0;100.00;0.00;0.00;ssirß-
-kgras;5;4;0.00;0;0;4;0.00;0.00;100.00;sargk-
-aiga;4;3;0.00;0;3;0;0.00;100.00;0.00;agia-
-zinol;5;1;0.00;0;0;1;0.00;0.00;100.00;loniz-
-kgrat;5;4;0.00;0;0;4;0.00;0.00;100.00;targk-
-assis;5;4;0.00;1;0;3;25.00;0.00;75.00;sissa-
-zinom;5;95;0.01;0;0;95;0.00;0.00;100.00;moniz-
-ysir;4;1;0.00;1;0;0;100.00;0.00;0.00;risy-
-assit;5;5;0.00;5;0;0;100.00;0.00;0.00;tissa-
-rwein;5;30;0.00;30;0;0;100.00;0.00;0.00;niewr-
-zinon;5;2;0.00;0;0;2;0.00;0.00;100.00;noniz-
-uceur;5;1;0.00;0;0;1;0.00;0.00;100.00;ruecu-
-droa;4;1;0.00;0;1;0;0.00;100.00;0.00;aord-
-sodie;5;5;0.00;0;5;0;0.00;100.00;0.00;eidos-
-ysis;4;17;0.00;1;16;0;5.88;94.12;0.00;sisy-
-uceus;5;1;0.00;1;0;0;100.00;0.00;0.00;suecu-
-obold;5;2;0.00;1;1;0;50.00;50.00;0.00;dlobo-
-assiv;5;13;0.00;0;0;13;0.00;0.00;100.00;vissa-
-ysit;4;5;0.00;5;0;0;100.00;0.00;0.00;tisy-
-asant;5;1;0.00;1;0;0;100.00;0.00;0.00;tnasa-
-blig;4;1;0.00;0;1;0;0.00;100.00;0.00;gilb-
-nlava;5;5;0.00;0;5;0;0.00;100.00;0.00;avaln-
-bohu;4;1;0.00;0;0;1;0.00;0.00;100.00;uhob-
-drell;5;1;0.00;0;0;1;0.00;0.00;100.00;llerd-
-yant;4;1;0.00;1;0;0;100.00;0.00;0.00;tnay-
-zgeld;5;8;0.00;0;0;8;0.00;0.00;100.00;dlegz-
-rweis;5;17;0.00;17;0;0;100.00;0.00;0.00;siewr-
-tillo;5;2;0.00;1;1;0;50.00;50.00;0.00;ollit-
-ppoid;5;2;0.00;0;0;2;0.00;0.00;100.00;diopp-
-sodik;5;1;0.00;0;1;0;0.00;100.00;0.00;kidos-
-blik;4;28;0.00;0;28;0;0.00;100.00;0.00;kilb-
-nfach;5;14;0.00;0;0;14;0.00;0.00;100.00;hcafn-
-psist;5;1;0.00;1;0;0;100.00;0.00;0.00;tsisp-
-asanz;5;1;0.00;0;1;0;0.00;100.00;0.00;znasa-
-ougat;5;2;0.00;1;0;1;50.00;0.00;50.00;taguo-
-rykos;5;1;0.00;0;0;1;0.00;0.00;100.00;sokyr-
-enaxt;5;2;0.00;0;2;0;0.00;100.00;0.00;txane-
-farce;5;4;0.00;0;4;0;0.00;100.00;0.00;ecraf-
-blin;4;2;0.00;0;0;2;0.00;0.00;100.00;nilb-
-sodin;5;1;0.00;0;0;1;0.00;0.00;100.00;nidos-
-izeps;5;3;0.00;3;0;0;100.00;0.00;0.00;spezi-
-biler;5;1;0.00;1;0;0;100.00;0.00;0.00;relib-
-xwand;5;1;0.00;0;1;0;0.00;100.00;0.00;dnawx-
-sosee;5;1;0.00;0;1;0;0.00;100.00;0.00;eesos-
-yanz;4;1;0.00;0;1;0;0.00;100.00;0.00;znay-
-polen;5;6;0.00;0;0;6;0.00;0.00;100.00;nelop-
-hlton;5;2;0.00;2;0;0;100.00;0.00;0.00;notlh-
-üstit;5;1;0.00;1;0;0;100.00;0.00;0.00;titsü-
-ßoma;4;1;0.00;0;1;0;0.00;100.00;0.00;amoß-
-mphis;5;1;0.00;0;0;1;0.00;0.00;100.00;sihpm-
-drol;4;1;0.00;0;0;1;0.00;0.00;100.00;lord-
-mphit;5;1;0.00;1;0;0;100.00;0.00;0.00;tihpm-
-hhefe;5;1;0.00;0;1;0;0.00;100.00;0.00;efehh-
-ravir;5;3;0.00;0;0;3;0.00;0.00;100.00;rivar-
-erra;4;4;0.00;0;3;1;0.00;75.00;25.00;arre-
-drom;4;191;0.01;0;0;191;0.00;0.00;100.00;mord-
-eisel;5;17;0.00;14;2;1;82.35;11.76;5.88;lesie-
-dopa;4;2;0.00;0;0;2;0.00;0.00;100.00;apod-
-dron;4;14;0.00;3;5;6;21.43;35.71;42.86;nord-
-ravis;5;4;0.00;4;0;0;100.00;0.00;0.00;sivar-
-hltor;5;1;0.00;0;0;1;0.00;0.00;100.00;rotlh-
-mpeji;5;1;0.00;0;0;1;0.00;0.00;100.00;ijepm-
-blis;4;1;0.00;1;0;0;100.00;0.00;0.00;silb-
-uufer;5;1;0.00;0;0;1;0.00;0.00;100.00;refuu-
-eisen;5;150;0.01;1;0;149;0.67;0.00;99.33;nesie-
-ravit;5;3;0.00;3;0;0;100.00;0.00;0.00;tivar-
-rapia;5;1;0.00;0;1;0;0.00;100.00;0.00;aipar-
-blit;4;1;0.00;1;0;0;100.00;0.00;0.00;tilb-
-iegut;5;1;0.00;0;0;1;0.00;0.00;100.00;tugei-
-erre;4;155;0.01;0;149;6;0.00;96.13;3.87;erre-
-lenum;5;2;0.00;0;0;2;0.00;0.00;100.00;munel-
-nfact;5;1;0.00;1;0;0;100.00;0.00;0.00;tcafn-
-vada;4;3;0.00;1;1;1;33.33;33.33;33.33;adav-
-dros;4;5;0.00;4;0;1;80.00;0.00;20.00;sord-
-lchor;5;5;0.00;5;0;0;100.00;0.00;0.00;rohcl-
-eiser;5;34;0.00;34;0;0;100.00;0.00;0.00;resie-
-polew;5;1;0.00;0;1;0;0.00;100.00;0.00;welop-
-lchos;5;1;0.00;1;0;0;100.00;0.00;0.00;sohcl-
-futi;4;1;0.00;0;0;1;0.00;0.00;100.00;ituf-
-rapie;5;371;0.02;0;371;0;0.00;100.00;0.00;eipar-
-drot;4;3;0.00;0;0;3;0.00;0.00;100.00;tord-
-auda;4;2;0.00;0;2;0;0.00;100.00;0.00;adua-
-ngsch;5;1;0.00;0;0;1;0.00;0.00;100.00;hcsgn-
-vade;4;2;0.00;0;2;0;0.00;100.00;0.00;edav-
-lenus;5;1;0.00;1;0;0;100.00;0.00;0.00;sunel-
-lchow;5;2;0.00;2;0;0;100.00;0.00;0.00;wohcl-
-rbara;5;1;0.00;0;1;0;0.00;100.00;0.00;arabr-
-grimi;5;1;0.00;0;1;0;0.00;100.00;0.00;imirg-
-droy;4;1;0.00;0;0;1;0.00;0.00;100.00;yord-
-gslok;5;1;0.00;0;1;0;0.00;100.00;0.00;kolsg-
-aude;4;15;0.00;0;15;0;0.00;100.00;0.00;edua-
-nsäge;5;30;0.00;0;30;0;0.00;100.00;0.00;egäsn-
-phäum;5;1;0.00;0;0;1;0.00;0.00;100.00;muähp-
-rücke;5;235;0.01;0;235;0;0.00;100.00;0.00;ekcür-
-erro;4;1;0.00;1;0;0;100.00;0.00;0.00;orre-
-odore;5;3;0.00;3;0;0;100.00;0.00;0.00;erodo-
-eggae;5;2;0.00;2;0;0;100.00;0.00;0.00;eagge-
-acie;4;1;0.00;0;1;0;0.00;100.00;0.00;eica-
-odorf;5;1;0.00;0;0;1;0.00;0.00;100.00;frodo-
-grimm;5;1;0.00;1;0;0;100.00;0.00;0.00;mmirg-
-tfock;5;1;0.00;0;1;0;0.00;100.00;0.00;kcoft-
-tkost;5;2;0.00;0;2;0;0.00;100.00;0.00;tsokt-
-rré;3;1;0.00;0;0;1;0.00;0.00;100.00;érr-
-ppika;5;1;0.00;0;1;0;0.00;100.00;0.00;akipp-
-rapin;5;1;0.00;0;0;1;0.00;0.00;100.00;nipar-
-fflug;5;2;0.00;2;0;0;100.00;0.00;0.00;gulff-
-audi;4;5;0.00;2;2;1;40.00;40.00;20.00;idua-
-obine;5;2;0.00;0;2;0;0.00;100.00;0.00;enibo-
-wedel;5;12;0.00;12;0;0;100.00;0.00;0.00;ledew-
-ziere;5;1;0.00;0;0;1;0.00;0.00;100.00;ereiz-
-eose;4;6;0.00;0;6;0;0.00;100.00;0.00;esoe-
-fruf;4;36;0.00;36;0;0;100.00;0.00;0.00;furf-
-weden;5;3;0.00;0;0;3;0.00;0.00;100.00;nedew-
-waga;4;1;0.00;0;1;0;0.00;100.00;0.00;agaw-
-apsal;5;1;0.00;0;0;1;0.00;0.00;100.00;laspa-
-enmus;5;10;0.00;0;0;10;0.00;0.00;100.00;sumne-
-proof;5;1;0.00;1;0;0;100.00;0.00;0.00;foorp-
-enmut;5;2;0.00;2;0;0;100.00;0.00;0.00;tumne-
-eimel;5;1;0.00;1;0;0;100.00;0.00;0.00;lemie-
-vado;4;1;0.00;1;0;0;100.00;0.00;0.00;odav-
-ürkin;5;3;0.00;0;3;0;0.00;100.00;0.00;nikrü-
-rbark;5;1;0.00;0;1;0;0.00;100.00;0.00;krabr-
-kilie;5;1;0.00;0;1;0;0.00;100.00;0.00;eilik-
-allbö;5;1;0.00;0;1;0;0.00;100.00;0.00;öblla-
-wage;4;1;0.00;0;1;0;0.00;100.00;0.00;egaw-
-monee;5;1;0.00;0;0;1;0.00;0.00;100.00;eenom-
-ygma;4;2;0.00;0;0;2;0.00;0.00;100.00;amgy-
-acil;4;3;0.00;0;0;3;0.00;0.00;100.00;lica-
-eimen;5;2;0.00;0;0;2;0.00;0.00;100.00;nemie-
-telar;5;1;0.00;1;0;0;100.00;0.00;0.00;ralet-
-teibe;5;1;0.00;0;1;0;0.00;100.00;0.00;ebiet-
-uckte;5;1;0.00;0;0;1;0.00;0.00;100.00;etkcu-
-gslov;5;1;0.00;0;0;1;0.00;0.00;100.00;volsg-
-niglu;5;1;0.00;1;0;0;100.00;0.00;0.00;ulgin-
-biche;5;1;0.00;0;1;0;0.00;100.00;0.00;ehcib-
-zierl;5;1;0.00;1;0;0;100.00;0.00;0.00;lreiz-
-apsar;5;1;0.00;1;0;0;100.00;0.00;0.00;raspa-
-acin;4;26;0.00;0;0;26;0.00;0.00;100.00;nica-
-erry;4;11;0.00;5;3;3;45.45;27.27;27.27;yrre-
-rró;3;1;0.00;1;0;0;100.00;0.00;0.00;órr-
-aree;4;3;0.00;1;1;1;33.33;33.33;33.33;eera-
-rteam;5;19;0.00;0;0;19;0.00;0.00;100.00;maetr-
-ürkis;5;7;0.00;1;0;6;14.29;0.00;85.71;sikrü-
-ciol;4;1;0.00;0;0;1;0.00;0.00;100.00;loic-
-eimer;5;51;0.00;51;0;0;100.00;0.00;0.00;remie-
-elta;4;16;0.00;0;0;16;0.00;0.00;100.00;atle-
-areg;4;1;0.00;0;0;1;0.00;0.00;100.00;gera-
-yritz;5;1;0.00;0;0;1;0.00;0.00;100.00;ztiry-
-poche;5;8;0.00;0;8;0;0.00;100.00;0.00;ehcop-
-xysom;5;2;0.00;0;0;2;0.00;0.00;100.00;mosyx-
-ürzel;5;10;0.00;4;0;6;40.00;0.00;60.00;lezrü-
-acis;4;3;0.00;0;1;2;0.00;33.33;66.67;sica-
-arei;4;3;0.00;0;3;0;0.00;100.00;0.00;iera-
-gsipo;5;1;0.00;1;0;0;100.00;0.00;0.00;opisg-
-fflut;5;2;0.00;0;2;0;0.00;100.00;0.00;tulff-
-bmopp;5;1;0.00;1;0;0;100.00;0.00;0.00;ppomb-
-uenya;5;1;0.00;0;0;1;0.00;0.00;100.00;ayneu-
-elte;4;6;0.00;2;4;0;33.33;66.67;0.00;etle-
-acit;4;16;0.00;15;0;1;93.75;0.00;6.25;tica-
-rbart;5;7;0.00;6;1;0;85.71;14.29;0.00;trabr-
-ürzen;5;8;0.00;0;0;8;0.00;0.00;100.00;nezrü-
-dire;4;1;0.00;1;0;0;100.00;0.00;0.00;erid-
-monen;5;1;0.00;0;0;1;0.00;0.00;100.00;nenom-
-lakie;5;1;0.00;0;1;0;0.00;100.00;0.00;eikal-
-arek;4;1;0.00;1;0;0;100.00;0.00;0.00;kera-
-iadin;5;1;0.00;0;0;1;0.00;0.00;100.00;nidai-
-ticon;5;1;0.00;0;0;1;0.00;0.00;100.00;nocit-
-xsee;4;1;0.00;1;0;0;100.00;0.00;0.00;eesx-
-falen;5;3;0.00;0;0;3;0.00;0.00;100.00;nelaf-
-iasee;5;5;0.00;3;2;0;60.00;40.00;0.00;eesai-
-arem;4;2;0.00;1;0;1;50.00;0.00;50.00;mera-
-louté;5;4;0.00;0;4;0;0.00;100.00;0.00;étuol-
-aren;4;31;0.00;0;0;31;0.00;0.00;100.00;nera-
-ürzer;5;5;0.00;5;0;0;100.00;0.00;0.00;rezrü-
-rzett;5;1;0.00;0;0;1;0.00;0.00;100.00;ttezr-
-moner;5;1;0.00;1;0;0;100.00;0.00;0.00;renom-
-areo;4;1;0.00;1;0;0;100.00;0.00;0.00;oera-
-hiter;5;1;0.00;1;0;0;100.00;0.00;0.00;retih-
-revue;5;2;0.00;0;2;0;0.00;100.00;0.00;euver-
-owake;5;2;0.00;2;0;0;100.00;0.00;0.00;ekawo-
-arald;5;1;0.00;1;0;0;100.00;0.00;0.00;dlara-
-ldton;5;1;0.00;1;0;0;100.00;0.00;0.00;notdl-
-arer;4;18;0.00;18;0;0;100.00;0.00;0.00;rera-
-gulum;5;7;0.00;0;0;7;0.00;0.00;100.00;mulug-
-bicht;5;36;0.00;36;0;0;100.00;0.00;0.00;thcib-
-cula;4;15;0.00;0;15;0;0.00;100.00;0.00;aluc-
-münd;4;1;0.00;0;0;1;0.00;0.00;100.00;dnüm-
-nisin;5;1;0.00;0;0;1;0.00;0.00;100.00;nisin-
-ares;4;10;0.00;2;0;8;20.00;0.00;80.00;sera-
-odite;5;1;0.00;0;1;0;0.00;100.00;0.00;etido-
-aret;4;3;0.00;0;1;2;0.00;33.33;66.67;tera-
-lakin;5;1;0.00;0;0;1;0.00;0.00;100.00;nikal-
-xsen;4;1;0.00;0;1;0;0.00;100.00;0.00;nesx-
-ldtor;5;1;0.00;0;0;1;0.00;0.00;100.00;rotdl-
-dmöwe;5;1;0.00;0;1;0;0.00;100.00;0.00;ewömd-
-tikül;5;1;0.00;1;0;0;100.00;0.00;0.00;lükit-
-letta;5;7;0.00;0;6;1;0.00;85.71;14.29;attel-
-money;5;1;0.00;0;0;1;0.00;0.00;100.00;yenom-
-mmbad;5;9;0.00;0;0;9;0.00;0.00;100.00;dabmm-
-nisit;5;3;0.00;3;0;0;100.00;0.00;0.00;tisin-
-psort;5;1;0.00;0;0;1;0.00;0.00;100.00;trosp-
-koxyd;5;1;0.00;0;0;1;0.00;0.00;100.00;dyxok-
-arez;4;1;0.00;1;0;0;100.00;0.00;0.00;zera-
-lette;5;160;0.01;2;155;3;1.25;96.88;1.88;ettel-
-elass;5;2;0.00;0;0;2;0.00;0.00;100.00;ssale-
-skýit;5;3;0.00;3;0;0;100.00;0.00;0.00;tiýks-
-asvir;5;1;0.00;0;0;1;0.00;0.00;100.00;rivsa-
-elast;5;8;0.00;3;5;0;37.50;62.50;0.00;tsale-
-rtöse;5;1;0.00;0;1;0;0.00;100.00;0.00;esötr-
-lzone;5;28;0.00;0;28;0;0.00;100.00;0.00;enozl-
-elpol;5;2;0.00;2;0;0;100.00;0.00;0.00;lople-
-boid;4;1;0.00;0;0;1;0.00;0.00;100.00;diob-
-rubel;5;4;0.00;4;0;0;100.00;0.00;0.00;lebur-
-hingg;5;1;0.00;1;0;0;100.00;0.00;0.00;ggnih-
-ätien;5;1;0.00;0;0;1;0.00;0.00;100.00;neitä-
-zetag;5;1;0.00;1;0;0;100.00;0.00;0.00;gatez-
-alge;4;13;0.00;0;13;0;0.00;100.00;0.00;egla-
-sraum;5;167;0.01;167;0;0;100.00;0.00;0.00;muars-
-räher;5;1;0.00;1;0;0;100.00;0.00;0.00;rehär-
-culo;4;30;0.00;30;0;0;100.00;0.00;0.00;oluc-
-lettl;5;1;0.00;0;0;1;0.00;0.00;100.00;lttel-
-chtym;5;1;0.00;0;0;1;0.00;0.00;100.00;mythc-
-lazer;5;1;0.00;1;0;0;100.00;0.00;0.00;rezal-
-mstop;5;1;0.00;1;0;0;100.00;0.00;0.00;potsm-
-yrose;5;3;0.00;0;3;0;0.00;100.00;0.00;esory-
-lazet;5;1;0.00;0;0;1;0.00;0.00;100.00;tezal-
-uzius;5;1;0.00;1;0;0;100.00;0.00;0.00;suizu-
-ppuhr;5;2;0.00;0;2;0;0.00;100.00;0.00;rhupp-
-letto;5;3;0.00;1;0;2;33.33;0.00;66.67;ottel-
-chtyp;5;4;0.00;4;0;0;100.00;0.00;0.00;pythc-
-nkate;5;1;0.00;0;1;0;0.00;100.00;0.00;etakn-
-atara;5;1;0.00;0;1;0;0.00;100.00;0.00;arata-
-smael;5;1;0.00;1;0;0;100.00;0.00;0.00;leams-
-zara;4;1;0.00;1;0;0;100.00;0.00;0.00;araz-
-mmbau;5;2;0.00;2;0;0;100.00;0.00;0.00;uabmm-
-moehe;5;1;0.00;0;1;0;0.00;100.00;0.00;eheom-
-algo;4;1;0.00;1;0;0;100.00;0.00;0.00;ogla-
-atare;5;1;0.00;0;1;0;0.00;100.00;0.00;erata-
-eura;4;1;0.00;0;1;0;0.00;100.00;0.00;arue-
-fache;5;3;0.00;0;0;3;0.00;0.00;100.00;ehcaf-
-ylöwe;5;1;0.00;1;0;0;100.00;0.00;0.00;ewöly-
-zard;4;1;0.00;1;0;0;100.00;0.00;0.00;draz-
-zetat;5;5;0.00;0;0;5;0.00;0.00;100.00;tatez-
-tkurs;5;20;0.00;20;0;0;100.00;0.00;0.00;srukt-
-rayit;5;3;0.00;3;0;0;100.00;0.00;0.00;tiyar-
-boit;4;5;0.00;5;0;0;100.00;0.00;0.00;tiob-
-rasia;5;2;0.00;0;2;0;0.00;100.00;0.00;aisar-
-atari;5;1;0.00;1;0;0;100.00;0.00;0.00;irata-
-rasib;5;1;0.00;0;0;1;0.00;0.00;100.00;bisar-
-labla;5;1;0.00;0;0;1;0.00;0.00;100.00;albal-
-ruß;3;37;0.00;37;0;0;100.00;0.00;0.00;ßur-
-mtext;5;5;0.00;5;0;0;100.00;0.00;0.00;txetm-
-eurg;4;1;0.00;1;0;0;100.00;0.00;0.00;grue-
-eiver;5;4;0.00;4;0;0;100.00;0.00;0.00;revie-
-ehaft;5;2;0.00;0;2;0;0.00;100.00;0.00;tfahe-
-udan;4;4;0.00;4;0;0;100.00;0.00;0.00;nadu-
-caner;5;1;0.00;1;0;0;100.00;0.00;0.00;renac-
-rasie;5;12;0.00;0;12;0;0.00;100.00;0.00;eisar-
-prung;5;146;0.01;145;1;0;99.32;0.68;0.00;gnurp-
-cong;4;1;0.00;1;0;0;100.00;0.00;0.00;gnoc-
-dshop;5;1;0.00;1;0;0;100.00;0.00;0.00;pohsd-
-armin;5;9;0.00;3;0;6;33.33;0.00;66.67;nimra-
-zarm;4;2;0.00;2;0;0;100.00;0.00;0.00;mraz-
-dunst;5;11;0.00;11;0;0;100.00;0.00;0.00;tsnud-
-afia;4;10;0.00;1;9;0;10.00;90.00;0.00;aifa-
-wjet;4;2;0.00;2;0;0;100.00;0.00;0.00;tejw-
-sover;5;1;0.00;0;0;1;0.00;0.00;100.00;revos-
-udas;4;1;0.00;1;0;0;100.00;0.00;0.00;sadu-
-järvi;5;1;0.00;1;0;0;100.00;0.00;0.00;ivräj-
-vonit;5;3;0.00;3;0;0;100.00;0.00;0.00;tinov-
-atarr;5;2;0.00;2;0;0;100.00;0.00;0.00;rrata-
-udat;4;5;0.00;0;0;5;0.00;0.00;100.00;tadu-
-rasil;5;1;0.00;1;0;0;100.00;0.00;0.00;lisar-
-euro;4;1;0.00;1;0;0;100.00;0.00;0.00;orue-
-bike;4;13;0.00;1;0;12;7.69;0.00;92.31;ekib-
-atart;5;1;0.00;0;1;0;0.00;100.00;0.00;trata-
-vüre;4;3;0.00;0;3;0;0.00;100.00;0.00;erüv-
-afie;4;534;0.03;0;534;0;0.00;100.00;0.00;eifa-
-ngsda;5;1;0.00;0;0;1;0.00;0.00;100.00;adsgn-
-psitz;5;2;0.00;2;0;0;100.00;0.00;0.00;ztisp-
-ngage;5;1;0.00;0;1;0;0.00;100.00;0.00;egagn-
-wegel;5;1;0.00;0;1;0;0.00;100.00;0.00;legew-
-grina;5;1;0.00;0;1;0;0.00;100.00;0.00;anirg-
-nigma;5;2;0.00;0;1;1;0.00;50.00;50.00;amgin-
-snaht;5;11;0.00;0;11;0;0.00;100.00;0.00;thans-
-erse;4;21;0.00;0;20;1;0.00;95.24;4.76;esre-
-zart;4;9;0.00;0;9;0;0.00;100.00;0.00;traz-
-udax;4;1;0.00;1;0;0;100.00;0.00;0.00;xadu-
-rasio;5;2;0.00;0;2;0;0.00;100.00;0.00;oisar-
-wegen;5;4;0.00;0;0;4;0.00;0.00;100.00;negew-
-blond;5;1;0.00;0;0;1;0.00;0.00;100.00;dnolb-
-grind;5;4;0.00;4;0;0;100.00;0.00;0.00;dnirg-
